SIZE_HA,IGN_DATE,LATITUDE,LONGITUDE,minimum temperature,maximum temperature,average temperature,dew point,relative humidity,heat index,wind speed,wind gust,wind direction,wind chill,precipitation,visibility,cloud cover,sea level pressure
165,20150813.23,49.3871,-116.5172,68,91.6,79.5,49.1,35.35,88.3,6.9,19.5,227.5,,0,99.3,1.1,1011.3
180,20030731.17,52.6933,-120.595,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5.5,20110802.18,50.4648,-121.6857,55.9,82.6,70.8,47.5,46.18,80.6,23,36.2,192.76,,0,8.7,5.9,1013.2
9,20031104.12,49.8667,-126.1833,26.2,45.5,34.7,27.3,77.06,,8.1,,140.96,19.6,0,19.9,5.5,1024
122,20040706.18,51.8437,-118.3693,46.5,66.3,56.2,54.4,93.85,,10.3,,232.5,,1.3,9.2,26.7,1011.2
19.2,20010815.14,51.4828,-118.892,47.4,92.2,68,50.4,60.52,89.1,5.8,,205.5,,0.02,10.4,5,1016.5
47,20180602.12,50.3096,-115.4972,37.8,66,53.1,35.7,55.59,,8.7,24.2,241.88,35.6,0,179.3,6.5,1021.5
47,20120512.1,52.0255,-123.6489,31.1,70.9,50,22,40.12,,12.3,21.3,200.83,34.2,0,,0,1023
5.4,20140624.15,58.1598,-121.1523,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1.94,20170404.14,52.0903,-123.2556,21.2,44.9,37.9,24.2,59.45,,12.8,18.3,89.5,28.8,0,626.3,0,1007.7
2,20140502.16,56.5383,-121.757,30.2,42.8,35.1,18.8,52.06,,19.6,28.9,159.38,21.2,0,14.9,46.4,1029.4
7.6,20120716.15,59.4896,-120.3714,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,20140702.21,54.9199,-120.357,55.7,82.1,66.5,53.4,65.07,81.3,16.1,28.6,152.17,,0.47,627.4,0,1009.4
12.1,20130427.17,51.4207,-121.9926,33.8,57.2,45.6,25.8,48.02,,19.5,28.9,214.58,28.5,0,8.7,23.1,1012.2
3.4,20150512.1,58.8334,-121.3858,39.3,78.8,64.6,29.7,30.53,,12.8,23,117.05,37.2,0,15.7,20.3,1011.1
2.3,20180512.16,55.7206,-121.2157,43.5,74.8,61.8,33.6,37.35,,22.5,31.7,273.13,39.4,0,29.9,29.9,1017.3
36,20180820.18,50.7014,-123.9351,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10,20090821.01,51.7965,-118.099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10,20140331.14,49.5271,-120.4808,26.9,51.9,39.9,25.1,59.35,,13.7,20.8,179.75,33.4,0,215.4,0,1011.6
9,20190618.21,49.4814,-119.6166,55.8,80.7,70.1,37.8,31.81,79.3,14.6,28.7,244.13,,0.07,210.1,0.3,1014.7
59.15,20090805.03,50.8688,-124.3798,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3.1,20060903.12,55.6202,-125.6348,,,,,,,,,,,0,,,
5.2,20160827.06,50.1992,-124.844,55.4,74.5,65.5,50,58.9,,16.7,25.8,277.95,,0,91.8,24.3,1011.4
80,20040621.19,52.2936,-126.1444,57.3,89.7,76.9,56.1,53.14,87.9,13.9,,251.11,,0,14.9,57.3,1013.4
4.5,20100727.19,52.323,-122.5231,53.6,86.3,70.6,45.4,45.17,83,13.9,27.7,187.08,,0.02,13.8,47.9,1011.7
2.2,20130801,52.4892,-125.6493,59,77.1,69,58.2,70.48,,11.4,,145.83,,0,14.7,41.5,1015.3
2,20140408.13,52.0357,-123.1899,25.1,48.8,39.6,22.7,53.56,,20.7,42.5,249.29,21.1,0,107.1,24.2,1014.2
216,20180731.18,52.0631,-120.6626,,,,,,,,,,,0,,,
23182,20090529.17,59.5471,-126.4249,,,,,,,,,,,0,,,
2421.1,20150625.15,58.0797,-121.9575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
163.3,20100727.19,51.9976,-122.9121,53.6,86,70.2,45.3,45.53,82.8,13.9,18.3,155.63,,0.02,14.9,50.9,1011.8
450,20090730.15,55.7577,-125.58,,,,,,,,,,,0,,,
24.3,20100319.12,53.9423,-123.0955,21.2,46.4,36.6,17.6,48.39,,13.9,19.7,163.13,19,0,8.9,38.4,1024
3,20030617.15,52.0246,-122.1515,55.5,78.9,69.9,37.4,31.94,,13.9,,152.38,,0,14.9,95.7,1011.1
10,20120505.11,55.6448,-121.5821,26.6,53.6,46.5,23,42.09,,27.5,38,223.08,19.9,0,34.8,44.2,1022
20.3,20180621.18,59.1373,-122.3108,62.6,89.6,73.1,57.7,62.03,87.5,11.4,24.2,264,,0.12,17,58.8,1007.7
5.5,20160408.09,51.4804,-123.808,24.6,66.1,47.8,25.1,47.89,,17.7,36.4,254.38,22.9,0,629.3,0,1012.9
6.5,20140912.12,48.3886,-123.563,53.4,69.9,60,42,52.9,,12.2,20.1,149.46,,0,631.7,0,1016.4
4.6,20130912.2,50.6539,-120.9708,57.4,91.5,71.8,53.2,55.84,88.7,4.3,,186.3,,0,98.1,0,1013.3
8.2,20060703.16,54.7542,-124.4905,57.3,77.1,68.4,46.9,47.86,,8.1,,,,0,6.7,7,1018.5
11.8,20050409.1,49.2406,-117.2412,30.6,58.5,44.2,28.4,59.11,,10.4,20.8,250.96,28.4,0.01,14.6,6.6,1016
658,20180824.21,50.2898,-124.7157,53.9,68.5,60.4,49,67.62,,9,18.3,236.59,,0.02,92.8,22.8,1017.8
1976,20140727.13,50.173,-115.6756,50.5,84.9,68.3,41.7,41.98,81.9,9.7,18.3,182.5,,0,48.4,25.9,1022.2
2,20060909.08,49.9155,-117.2469,53.2,77,63.4,50.3,64.81,,10.2,29.2,,,0.01,12.9,6.1,1010.1
3,20010630.2,49.4382,-120.3675,48.8,85.7,65.8,47,57.99,82.7,12.6,,195.46,,0.03,14.9,1.5,1014.1
304.8,20100728.13,53.0653,-124.3027,,,,,,,,,,,0,,,
708,20140721.04,51.012,-116.9166,36.2,68.7,52,46,81.13,,8.4,,174.25,33.7,0.29,72.9,18.4,1018.2
4.4,20090515.14,50.5701,-122.6253,45.2,66.6,54.4,35.5,53.86,,3.9,,129.21,,0,,0,1021.5
53.25,20180726.12,49.0098,-117.9849,55.7,92.6,72.1,43.1,38.67,88.3,4.8,,227.46,,0,247.3,9.3,1017.1
30,20180811.17,49.5648,-114.7605,51.3,80.7,65.2,50.9,61.89,80.1,15.7,31.6,172,,0.13,628.8,0,1011.7
20,20160401.16,55.8673,-121.6545,39.1,71.2,55.3,30,40.26,,18.3,26.4,213.33,32,0,24.8,10.4,1012
25,20090423.14,50.8345,-121.3771,30.7,55.1,42.3,15.9,38.29,,19.5,34.3,280.35,26.8,0,8.7,0.4,1018
3.9,20060417.19,50.1708,-121.0247,34,56.9,47.4,28.7,50.69,,22.8,34.2,,31.3,0.02,15.9,23.6,1021.7
6.6,20110714.15,58.9968,-121.0736,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50,20020820.16,49.511,-117.7703,48.3,74,62.9,49.8,65.08,,10.6,,162.82,,0,14.9,25,1010.8
2.5,20010802.15,49.4967,-119.562,59,86.3,72.6,53.4,54.07,84.1,14.4,,210.38,,0.08,12.6,1.9,1011.8
760,20180727.16,50.0297,-115.1699,42.9,76.2,58.3,45.2,66.27,,8.8,23,212,41.1,0.13,634.7,0,1021.5
3.8,20100215.14,54.5176,-126.8392,19.5,36.8,28.2,23.7,83.47,,7.3,,141.13,11.6,0.06,20.2,75.6,1017.3
2,20121014.19,50.4814,-121.3036,53.8,64.7,58.8,49.1,70.48,,25.6,38.1,187.08,,0.14,8.5,15.4,1006
30,20030512.15,56.2667,-121.0998,44.1,66.5,56.3,25.1,33.08,,24.3,,221.71,37,0,15.9,47.3,1005.3
1290,20140714.2,59.2032,-121.1964,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9,20000425.15,55.8528,-121.662,26.8,53.4,41.3,17.1,42.24,,8.1,,245.63,20.9,0,23.8,46,1017.5
4041.6,20090730,58.0984,-127.138,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2.6,20160409.19,52.1473,-123.923,24.3,58.9,42,25,56.76,,6.9,,160.04,35.8,0,630.3,0,1014.2
6,20190420.15,50.1417,-120.8395,25,59.3,43.4,26.3,58.27,,10.2,25.3,166.88,23,0.03,137.3,0.1,1019.6
6,20040624.15,55.0207,-127.852,59.6,87.8,74.4,56.6,56.93,85.6,5.5,,194.74,,0,19.5,62.2,1017.2
12,20060729.14,50.6856,-121.3206,59.9,78.5,69.3,43.6,40.59,,30.2,42.3,,,0,21.9,14.2,1008.6
1558,20180727.2,49.3797,-116.5136,61.4,87.1,73.4,48.6,43.51,84.3,6.9,19.5,194.67,,0,171.5,0.9,1016.2
3.1,20170812.17,50.0489,-117.4156,62.4,88.4,75,49.6,44.53,84.9,7.9,27.7,184.38,,0.13,625.6,0,1006.5
5.4,20101007.17,53.7201,-122.4177,35.7,69.7,55.5,40.9,64.03,,18.2,23.7,172.24,,0.03,8.7,46.9,1008.9
3.6,20061003.16,51.9594,-119.1145,21.3,55.3,34.2,26.6,77.54,,2.8,,,,0.01,14.9,20.2,1027
2.1,20150522.15,53.454,-122.1598,46.9,76.1,60.5,47.9,66.22,,11.4,48.3,204.29,48.7,0.03,71.1,13.8,1015.6
80,20171023.08,50.2794,-126.6925,48.4,52.9,51.5,47.5,86.01,,18.9,34.4,121.38,42.8,0.15,15.4,27,1033.1
110,20000731.02,52.8833,-125.75,55.5,71.7,62.2,57,84.22,,26.4,,251.67,,0,14.2,93.6,1017.6
2,20090721.02,48.4916,-123.4386,53,68.1,61,53.2,76.32,,11.8,19.7,168.42,,0,,0,
200,20020525.14,58.8504,-125.0352,41.8,68.1,53.8,29.9,45.42,,3.7,,189.25,,0,12.9,13.5,1010.8
7,20180429.13,53.2205,-131.7953,37.5,51.8,45.8,35.4,67.74,,19.6,26.4,243.42,32.2,0,24.5,5.2,1020.5
56.8,20090804.21,50.705,-117.8573,61.9,75.4,68.1,56.4,67.24,,11,25.3,167.22,,0,6.4,10.1,1013.6
309.1,20170716.07,52.8305,-120.1061,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46,20120514.13,55.1138,-120.9035,41,68,56.8,24.9,31.51,,12.8,,193.08,37.9,0,34.8,99.2,1021
2.1,20050422.09,55.3776,-127.6809,,,,,,,,,,,0,,,
4,20010424.09,49.59,-121.3,40.2,60.6,49.4,38.7,66.84,,13.1,,227.08,34.2,0.06,14.6,40.6,1012.2
180,20030801.14,53.2867,-121.0317,,,,,,,,,,,0,,,
270,20120718.04,51.826,-121.8625,54.2,80.2,68.5,35.4,31.34,78.7,18.4,21.9,242.75,,0,13.8,38.5,1011.7
4.8,20180727.12,49.9157,-119.4512,57.4,92.5,75.5,43.8,36.25,88.3,15.7,,209.83,,0,125.1,0,1015.3
6.9,20060703.24,56.7753,-122.8287,,,,,,,,,,,0,,,
50,20050420.15,56.1873,-121.5488,32.1,69.9,59.7,29.5,36.71,,6.9,,136.67,27.5,0,34.8,41.7,1022.1
609,20180801.21,51.2507,-121.2912,48.3,82,65.9,47.7,55.86,80.2,13.2,30,187.08,,0.16,58.4,37.3,1012.5
950.8,20100718.14,56.1316,-122.7959,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2.1,20090613.17,52.0785,-121.5804,53.7,77.3,65.7,41.8,46.8,,12.8,,165,,0,14.9,40.4,1010
2,20180922.07,54.147,-121.7911,28.5,51.6,39.3,29.3,70.22,,7.7,,186.38,23.5,0,78.2,15.3,1016.3
3.8,20001018.08,53.2872,-121.9702,32.1,55.5,43,35,76.12,,10.3,,190.91,40.8,0,10.6,68.7,1013.7
5,20190509.15,52.934,-123.5736,40.8,77.1,59,41.4,57.32,,7.4,,229.29,,0,59.9,5.7,1016.9
2.6,20050422.13,49.6447,-115.6517,29.4,69.9,48.9,28.2,53.16,,4.6,,100,33.4,0,14.9,12.5,1022.5
1102.3,20120722.16,59.8963,-121.6618,,,,,,,,,,,0,,,
16.6,20130727.05,51.6933,-118.5363,41.1,72,58.1,42.7,62.01,,13.9,,248.58,,0,109,16.7,1017.4
2,20060510.16,54.3628,-125.8669,35.7,59,46.4,29.1,54.8,,9.2,20.8,,35.1,0,,0,1019.6
200,20030514.16,58.05,-123.2833,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2.5,20040717.19,58.1305,-120.4228,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,20060925.12,50.9035,-120.6524,46.5,72.8,59,49.8,73.63,,8.7,,,,0,34,76,1020.2
5.7,20100709.16,58.72,-122.3183,51.8,73.4,64.9,48.9,57.33,,11.4,34.4,120,,0,27.4,44.9,1014.9
2,20020602.2,49.5087,-115.8502,44.9,57.6,51.3,45,79.6,,16.3,,188.71,41.9,0.09,21.4,68.5,1015.7
470,20150630.22,50.362,-117.1922,56.9,84.5,69.5,60.3,75.58,85.3,4.7,,180,,0.07,631.6,0,1016.3
35.7,20090731.2,59.8333,-121.98,56.6,89.9,71.9,58.7,68.93,89,16.1,36.9,225.24,,0,,0,1008.3
8.9,20120808.18,57.1792,-120.6867,,,,,,,,,,,0,,,
45,20001011.19,56.0213,-121.0085,30.4,59.4,47.9,30.2,51.79,,11.7,,211.73,24.5,0,16.8,72.5,1015.2
41,20120921.15,49.8699,-119.3073,47.6,79.9,61,45.1,59.22,,7.3,,148.96,47,0,8.9,0,1016.4
20,20040621.2,55.0564,-127.7827,55.1,86.1,71.5,53.1,56.46,84,11.4,,170,,0,24.2,70,1014.4
54,20140805.16,54.8385,-120.0017,50.9,83.6,67.3,51.2,60.3,81.5,12.8,19.5,171.78,,0.28,628.8,0,1012.2
9.4,20140702.16,49.0773,-119.558,68.7,92,78.8,52.7,43.13,89,6.8,24.7,177.88,,0.2,108.6,0,1008.3
4,20150619.17,51.4373,-118.8729,45.8,63.7,55.1,46.6,74.06,,13.9,25.3,214.79,44.7,0.15,53.7,55.3,1016.9
2.14,20171002.14,49.3181,-121.2708,46.2,65.5,55.3,34.7,47.99,,11.7,23.6,92.83,42.6,0,123.2,15,1025.2
5.6,20060502.18,55.3614,-127.6929,28.1,53.7,41.1,20.3,47.3,,6.9,,,35,0,24.9,61.3,1031.4
4,20020422.12,50.1057,-120.8327,32.6,52.7,40.7,31.1,70.14,,26.8,,194.13,25,0.09,15,36.7,1015.4
77.5,20140512.1,54.2218,-123.8081,28.5,53.9,39.8,26.1,59.74,,12.8,,107.78,23.3,0,63.8,4.8,1033.1
501,20010812.22,50.687,-117.551,56.6,87.7,70.6,54,59.88,85.5,3.4,,225.91,,0.02,10.6,2.5,1016.4
14,20121005.18,50.344,-120.4115,32,62.6,46.7,29.5,53.91,,8.1,,117.58,26.5,0,39.6,0.8,1030.7
878.3,20120726.17,59.9602,-127.0105,,,,,,,,,,,0,,,
5.5,20130803.16,51.1845,-121.0525,52.1,78.6,62,53.4,75.5,,12.6,25.3,255.46,,0.26,23,20.9,1018.4
7035,20100727.23,53.47,-126.2967,55.5,77.1,66.1,49.9,58.35,,10.3,,254.74,,0,,0,1012.6
2540,20120622.17,59.5205,-123.7362,,,,,,,,,,,0,,,
2,20090806.1,51.7888,-125.6422,,,,,,,,,,,0,,,
10.6,20090415.11,52.0625,-123.2315,21.3,55.5,37.9,17.8,52.37,,6.7,23,175.63,42.1,0,,0,1020.6
20,20041005.12,52.8048,-121.5143,36.7,62,51.4,38.6,62.7,,15.1,,152.79,39.3,0.07,13.2,50.2,1006.3
4.5,20030430.13,53.8267,-122.63,37.7,66.5,52.7,27.1,41.24,,8.1,,210,36.5,0,29.7,28.6,1015.2
3.4,20180620.15,50.2256,-121.047,59.2,93,74,51.8,51.53,89.3,12.6,35.6,157.42,,0,73.3,11,1011.5
15657.3,20100727.2,52.1356,-122.4162,53.6,86,70.2,45.3,45.53,82.8,13.9,18.3,155.58,,0.02,14.9,50.9,1011.8
2224,20170902.15,49.7298,-119.829,61.2,94.5,77.4,44.9,34.5,90.3,11.1,23,233.17,,0,180.7,0,1013.7
2.1,20040406.09,52.8446,-119.2575,24.9,60.9,41.3,23.5,61.62,,2.2,,82,,0,,0,
10,20160806.17,52.7754,-127.0041,53.4,69,61.6,57,85.58,,16.1,26.4,140.79,,0.19,198.4,15.6,1012.9
3620.7,20040715.13,59.56,-122.7975,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,20180620.18,56.1535,-124.882,,,,,,,,,,,0,,,
26,20180620.22,54.5313,-123.5977,55.7,89.7,72.8,55.6,61.22,87.5,12.8,,180.53,,0.13,225.5,2.2,1011.5
575,20120808.21,50.9319,-115.8532,47.7,76.1,60.8,48,64.59,,8.5,27.5,256.54,46.9,0.17,,0,1017.3
4.7,20190802.21,49.8657,-116.8179,55,86.2,70,49,51.57,83.1,16.1,30.6,213.42,,0,152.8,13.3,1014.3
30.7,20150629.2,52.4754,-119.8134,57.3,78.8,64.9,58,80.52,,10.3,20.8,272.78,,0.39,84.8,17.3,1016.9
2.7,20090729.18,56.348,-123.8543,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.5,20040402.18,51.9983,-123.1614,33.9,60,45.5,14.1,29.63,,11.4,,119.3,26.1,0,13.5,17.5,1026.4
30,20040329.14,49.4741,-119.643,40.7,68.1,54.5,33,46.73,,15.5,,164.58,36.4,0.04,12.6,0.7,1013.6
1632,20170710.08,51.4466,-117.5542,56,83,67.5,51.8,60.47,80.8,10.7,23,265.08,,0,71,30.2,1009.6
9.8,20160804.1,53.5994,-127.2363,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,20060425.19,55.7993,-121.9041,35.7,66.3,57.7,20.2,26.93,,15,,,30,0,34.8,63.3,1008.6
26399,20170807.22,50.213,-115.3471,50.3,80.5,65.5,46.3,54.33,79.2,6.2,20.8,138.25,,0.02,173.4,6.4,1019.1
25,20030509.16,56.1144,-120.4039,39,57,49.5,25.4,40.69,,8.4,,149.47,33.7,0,14.9,52.1,1024.4
954,20040620.13,50.669,-122.0992,58.7,94,75.9,47.9,39.17,91.2,10.2,,197.04,,0.03,8.7,3.1,1015.9
50,20060724.01,50.6929,-117.4899,61.2,91.3,76,59,58.99,90.7,8.1,35.6,,,0.04,12.8,5.6,1008.5
6.8,20050903.17,50.5285,-121.2612,53.5,69,61,42,50.41,,28.1,43.8,198.96,,0,8.7,14.3,1014
35284.398,20100727.18,59.8588,-129.1723,49.9,80.6,66.9,45.2,49.06,79.3,6.9,,74.13,,0,26.1,40.3,1012.1
9.2,20170705.15,50.7129,-120.6226,60.9,95.9,78,32.2,22.68,90.9,14,19.7,188.46,,0,115,3.2,1014.8
32,20020525.16,55.6217,-120.5747,45.4,66.5,57.5,26.1,31.15,,13.2,,259.5,40.2,0,16.6,32.8,1010
4.75,20100417.13,56.2626,-121.1649,39.2,66.4,55.3,29.4,38.86,,9.6,,186.65,35.5,0,16.3,65.3,1011.5
2,20000806.14,51.4522,-118.9125,52.5,76,64.4,55.4,74.23,,15.6,,230.9,,0.02,9.8,26.8,1011.4
15,20140506.12,55.505,-127.777,,,,,,,,,,,0,,,
15,20001012.08,50.6833,-123.4833,30.3,59.2,43.4,38.6,84.83,,4.4,,184.33,,0,14.9,12.8,1017.5
15,20150629.22,57.7415,-122.7362,,,,,,,,,,,0,,,
34.5,20040608.2,52.9267,-125.4683,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29,20000626.12,59.2267,-120.9017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6.12,20040624.12,52.5217,-120.6067,,,,,,,,,,,0,,,
15,20020723.16,49.9451,-117.4357,57.3,82.1,69.7,55.6,63.34,81.3,11.5,,182.04,,0.04,14.9,6,1014
38.5,20120808.19,59.0669,-121.5275,53.6,82.4,66.8,54,66.08,82.1,4.7,,80,,0.04,18,62.8,1009.2
150,20170203.2,52.1583,-128.0361,26.7,33.7,31.6,9.5,39.49,,57.5,74.8,67.5,10.8,0,8.9,31.9,1000.8
2,20011003.13,52.4925,-119.403,25.4,59.6,41.1,30.8,71.56,,11.4,,40,32.2,0,12.4,26.9,1029.4
40.3,20140710.16,51.8338,-117.809,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8,20040709.13,58.994,-121.9733,51.5,77.1,64.4,53.9,70.51,,12.8,,270,,0,11.8,56.1,1010.5
5,20130305.13,49.4658,-115.4488,13.2,31.1,26.1,15.1,63.86,,6.4,21.9,159,9.9,0,24.9,65.2,1019.3
90,20180729.19,57.4082,-126.0986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5.2,20090901.19,51.5109,-122.2305,53.4,77.7,63.2,52.1,69.61,,11.4,,141.75,,0.08,12.1,60,1014.5
4.06,20181120.14,56.4121,-124.3715,,,,,,,,,,,0,,,
32.5,20090730.13,56.0084,-125.4361,,,,,,,,,,,0,,,
3,20020430.12,52.2518,-122.7992,32.1,63.8,51,24.9,39.79,,17.2,,314.44,26.5,0,14.9,13,1018.3
6.2,20170423.21,55.2496,-127.6674,35.6,51.7,43,28.3,58.56,,10.4,,216.5,38,0,83.9,35.1,1008.5
3,20040619.17,49.8784,-124.5272,61.3,86.1,74,46.7,40.75,83,8.9,,212.46,,0,19.7,11.4,1018.4
751.9,20120812.18,57.2258,-120.7887,,,,,,,,,,,0,,,
5,20030430.08,53.8774,-123.296,37.7,66.5,52.7,27.1,41.24,,8.1,,210,36.5,0,29.7,28.6,1015.2
11.2,20150516.15,52.3315,-124.3201,37.3,61.6,49.8,40.6,73.57,,13.9,25.3,204.71,41,0.09,632.3,0,1018
11.1,20120905.17,51.9784,-123.1457,34.2,64,51.2,38.1,64.6,,11.8,24.2,228.13,46.5,0,14.9,22.7,1022.1
10,20030815.16,53.0517,-125.8667,,,,,,,,,,,0,,,
2,20120406.16,50.8346,-121.3744,29.4,54.5,42.7,26,55.55,,9.3,20,179.35,26.4,0.01,8.7,5.2,1024.4
2.6,20180808.16,59.105,-122.5963,55.5,84.2,69.6,48.5,51.68,81.6,11.4,,235.09,,0,23.5,48.8,1006.4
2.5,20100802.14,54.9343,-126.5911,48.4,78.8,64.5,51.5,66.54,,9.8,21.9,256.92,,0,19.3,43.6,1019.4
25,20091009.09,52.635,-123.1354,14.1,39.3,25.7,10.3,55.84,,9.2,19.7,309.29,13.7,0,8.7,0,1034.3
2.5,20130729.1,48.4387,-124.0313,52.7,64.5,59,51.1,75.54,,12,21.9,254,,0,6.5,16,1015.6
840,20060516.12,52.9718,-125.1667,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,20170807.16,49.1828,-115.1705,49.8,83.3,66.6,46.5,54.35,80.9,7.6,23,184.38,,0.18,631.2,0,1017.2
12.3,20180427.2,55.0675,-128.2314,39.3,71.5,55.1,35.5,51.55,,6.7,18.3,233.83,35.6,0,57.9,39.5,1009.9
20,20190531.19,57.7906,-125.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2.8,20060416.14,55.6137,-120.5751,28.3,49.6,39.5,17.8,46.59,,18.2,,,22.3,0,16.3,52.2,1004.6
3.9,20121014.14,50.6579,-120.3262,44.9,69.4,60.8,44.7,57.18,,26.8,37.5,161.33,42.6,0.17,,0,1008.6
2.45,20190422.16,54.4065,-126.1642,28.4,56.3,43.1,30,63.6,,17.3,30.9,236,33.2,0.02,215.5,1.5,1011.4
517,20050529.12,53.9935,-123.5818,58.2,77.1,67.3,41.8,40.9,,15,24.2,179.13,,0.02,8.7,0,1015.8
40000,20100727.22,53.8506,-125.3688,55,82.3,67.8,48.3,53.82,80.3,8,,258.35,,0,,0,1012.3
15,20120818.2,49.6225,-120.1728,58.3,94.7,76.8,41.8,31.77,90.3,4.7,20.8,198.83,,0,8.3,1.2,1011.8
111,20180811.13,50.3044,-117.7919,59.3,76.7,68.3,53.8,61.46,,13.9,29.9,232.04,,0.13,212.9,0.3,1010.9
6.4,20180810.18,49.8341,-115.9123,61.1,103.4,82.9,39.6,24.51,97.8,13.5,27.7,173.21,,0,82.7,22.2,1008.8
7,20180810.2,50.2042,-127.0956,55.9,70.2,60.5,56.1,86.17,,16.7,31.1,138.88,,0.07,74.7,35.8,1013.5
3.5,20120929.07,48.6322,-124.4483,43.9,59.1,51.6,46.5,83.18,,7.5,16.1,141.04,42.5,0,7.5,19.4,1024.8
2.2,20020822.12,49.1301,-115.6414,53.5,80.5,67.7,50,55.55,79.7,8.9,,182.88,,0,24.9,20.9,1017.3
330,20030724.13,51.6535,-118.2807,59.1,87.9,75.4,43.8,34.62,84.5,19.5,,253.18,,0.02,8.7,0,1009.9
6,20150520.22,53.9019,-122.9583,43,71.8,57.7,41.8,60.3,,15.1,23,167.92,47.3,0,75.4,16.6,1016.6
3.5,20080413.12,51.9733,-122.5467,28.5,50.6,41.9,19.3,42.38,,15,,316.32,22,0,14.9,69.6,1011.8
129,20121006.23,52.1108,-123.2514,24.2,66.3,42.7,30.3,66.75,,4.5,,141.25,22.8,0,,0,1027.4
4066,20040620.15,57.75,-128.0833,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
700,20030806.15,51.9877,-118.7401,50.6,75.3,63.5,55.1,76.73,,8.1,,165.45,,0.24,13.2,66,1014.2
17.5,20060410.13,56.2393,-121.4018,28.5,54.2,42,20.6,46.69,,15.2,,,22.1,0,18.1,44.4,1006.3
4,20070816.11,49.255,-118.905,59.6,92.2,75.8,49.2,42,88.7,13.1,27.8,,,0,14.9,7,1007.8
140,20020420.14,49.65,-115.7,31.9,60.8,48.9,23.6,40.28,,5.8,,180.83,42.2,0.02,24.8,50.9,1013
10,20040805.13,53.0609,-120.9499,,,,,,,,,,,0,,,
11,20140715.16,50.0403,-121.996,69.5,100.2,84.5,54.5,39.05,98.7,24.5,39.2,180.63,,0,59.5,0,1012.7
3.3,20130505.13,55.1321,-127.7751,37.4,77,57.6,33.8,48.71,,10.3,,215.95,39.1,0,17.2,35.7,1015.6
73.8,20130727.03,52.4912,-119.414,41.1,72,58.1,42.7,61.97,,13.9,,248.83,,0,111.6,16,1017.4
2,20030705.09,49.0707,-121.7133,54.8,71.2,62.2,56.7,83.42,,6.3,,215.87,,0.02,8.7,10.7,1018.8
234.2,20030811.2,50.9781,-118.8398,54.5,77.3,64.5,54.2,71.44,,10.3,,204.39,,0.03,8.7,8.1,1016.7
2,20160623.17,55.0096,-121.7035,53.6,71.6,63.8,49.3,61.08,,9.2,,111.67,,0,34.8,47.7,1011.6
5,20010908.1,50.4167,-116.7167,42.9,68.1,54.3,45.6,74.67,,4.5,,169.5,42.4,0,,0,1016.3
