FIRE_NO,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA,minimum temperature,maximum temperature,average temperature,dew point,relative humidity,heat index,wind speed,wind gust,wind direction,wind chill,precipitation,visibility,cloud cover,sea level pressure,weather_type
N60006,20040321.08,Person,Fire,49.0698,-118.9299,5.0,33.6,57.7,46.0,28.5,52.21,,7.1,,202.79,37.4,0.0,14.9,17.6,1022.9,"['""""', '49.0698', '-118.9299', '""49.0698', ' -118.9299""', '""49.0698', ' -118.9299""', '""""', '""Clear""\n']"
N40076,20040623.1843,Lightning,Fire,51.1981,-118.1477,3.0,62.7,89.7,75.5,55.4,51.14,88.5,21.9,,158.82,,0.0,8.7,2.9,1013.2,"['""""', '51.1981', '-118.1477', '""51.1981', ' -118.1477""', '""51.1981', ' -118.1477""', '""""', '""Clear""\n']"
G10034,20050501.143,Person,Fire,54.158,-123.5191,25.0,12.3,33.9,23.9,6.2,51.29,,10.3,,88.18,6.4,0.0,8.7,1.7,1036.7,"['""""', '54.158', '-123.5191', '""54.158', ' -123.5191""', '""54.158', ' -123.5191""', '""""', '""Clear""\n']"
G90208,20020620.2235,Lightning,Fire,58.4382,-121.2723,98.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
G10786,20061004.12,Person,Fire,53.536,-122.4242,3.5,22.6,56.8,40.4,27.3,62.55,,8.7,,,28.5,0.02,16.1,51.9,1022.0,"['""Mist', ' Fog', ' Sky Coverage Increasing""', '53.536', '-122.4242', '""53.536', ' -122.4242""', '""53.536', ' -122.4242""', '""""', '""Rain', ' Partially cloudy""\n']"
G70082,20030521.15,Person,Fire,55.569,-121.3947,10.0,41.1,64.4,55.9,31.5,42.03,,14.8,,232.89,39.4,0.0,27.7,77.1,1016.0,"['""""', '55.569', '-121.3947', '""55.569', ' -121.3947""', '""55.569', ' -121.3947""', '""""', '""Overcast""\n']"
K42801,20180811.17,Lightning,Fire,51.29980000000001,-119.1331,4.0,56.2,77.5,66.2,57.4,74.31,,12.1,31.1,139.38,,0.74,127.5,26.1,1011.9,"['""Lightning Without Thunder', ' Mist', ' Thunderstorm', ' Light Rain', ' Smoke Or Haze""', '51.29980000000001', '-119.1331', '""51.29980000000001', ' -119.1331""', '""51.29980000000001', ' -119.1331""', '""""', '""Rain', ' Partially cloudy""\n']"
R10194,20130802.1401,Lightning,Fire,53.1084,-126.3982,7.1000000000000005,58.7,74.6,67.3,53.5,61.97,,12.8,,271.3,,0.0,631.5,0.0,1015.8,"['""""', '53.1084', '-126.3982', '""53.1084', ' -126.3982""', '""53.1084', ' -126.3982""', '""""', '""Clear""\n']"
N21086,20091102.19,Person,Fire,50.5578,-116.1003,8.700000000000001,18.8,26.7,21.6,10.9,64.84,,58.6,87.5,242.73,-2.1,0.0,,0.0,,"['""""', '50.5578', '-116.1003', '""50.5578', ' -116.1003""', '""50.5578', ' -116.1003""', '""""', '""Clear""\n']"
G80448,20100731.18,Person,Fire,56.4342,-121.4797,4.6000000000000005,57.2,78.6,68.2,47.7,49.85,,11.4,,137.83,,0.0,14.3,28.0,1012.3,"['""""', '56.4342', '-121.4797', '""56.4342', ' -121.4797""', '""56.4342', ' -121.4797""', '""""', '""Partially cloudy""\n']"
K20346,20140731.1202,Person,Fire,50.7715,-120.7008,2.8000000000000003,61.7,93.2,78.8,49.0,38.39,89.5,7.6,,187.83,,0.02,69.7,10.3,1016.5,"['""""', '50.7715', '-120.7008', '""50.7715', ' -120.7008""', '""50.7715', ' -120.7008""', '""""', '""Rain""\n']"
V10404,20050911.16,Person,Fire,49.1056,-122.9411,206.0,55.8,68.5,62.1,53.1,73.31,,7.9,,115.75,,0.0,9.9,5.3,1016.9,"['""""', '49.1056', '-122.9411', '""49.1056', ' -122.9411""', '""49.1056', ' -122.9411""', '""""', '""Clear""\n']"
K50010,20110422.1705,Person,Fire,49.5059,-119.7482,2.0,31.7,57.2,45.5,22.6,42.4,,7.9,19.7,195.67,26.3,0.0,8.9,0.2,1019.6,"['""""', '49.5059', '-119.7482', '""49.5059', ' -119.7482""', '""49.5059', ' -119.7482""', '""""', '""Clear""\n']"
N70258,20040725.1729,Lightning,Fire,50.08340000000001,-116.7954,2.0,60.9,92.8,75.1,55.7,52.59,92.5,6.8,,241.04,,0.0,,0.0,1011.1,"['""""', '50.08340000000001', '-116.7954', '""50.08340000000001', ' -116.7954""', '""50.08340000000001', ' -116.7954""', '""""', '""Clear""\n']"
K10530,20021017.163,Person,Fire,51.75850000000001,-120.4747,13.0,,,,,,,,,,,0.0,,,,"['""""', '51.75850000000001', '-120.4747', '""51.75850000000001', ' -120.4747""', '""51.75850000000001', ' -120.4747""', '""No data available""', '""""\n']"
R90052,20100609.1824,Lightning,Fire,58.1764,-130.3111,1700.0,40.9,68.2,52.6,41.7,71.58,,12.7,22.5,130.88,41.4,0.04,11.8,11.0,1012.9,"['""""', '58.1764', '-130.3111', '""58.1764', ' -130.3111""', '""58.1764', ' -130.3111""', '""""', '""Rain""\n']"
R20148,20040623.1758,Lightning,Fire,55.22920000000001,-126.175,19.7,55.5,87.9,71.6,52.4,54.14,85.5,5.8,,182.5,,0.0,23.8,28.5,1016.0,"['""""', '55.22920000000001', '-126.175', '""55.22920000000001', ' -126.175""', '""55.22920000000001', ' -126.175""', '""""', '""Partially cloudy""\n']"
G70072,20100507.12,Person,Fire,55.838,-121.7185,3.0,25.0,48.1,38.7,22.9,54.52,,11.4,23.0,83.46,25.2,0.0,22.6,51.2,1027.9,"['""Snow And Rain Showers', ' Snow Showers', ' Precipitation In Vicinity', ' Rain Showers""', '55.838', '-121.7185', '""55.838', ' -121.7185""', '""55.838', ' -121.7185""', '""""', '""Partially cloudy""\n']"
G61652,20180730.173,Lightning,Fire,55.848000000000006,-125.0735,2940.0,,,,,,,,,,,0.0,,,,"['""""', '55.848000000000006', '-125.0735', '""55.848000000000006', ' -125.0735""', '""55.848000000000006', ' -125.0735""', '""No data available""', '""""\n']"
N10674,20121019.13,Person,Nuisance Fire,49.11530000000001,-115.1394,6.0,36.5,52.7,43.7,38.3,82.16,,13.6,34.4,265.38,31.8,1.44,,0.0,1001.9,"['""""', '49.11530000000001', '-115.1394', '""49.11530000000001', ' -115.1394""', '""49.11530000000001', ' -115.1394""', '""""', '""Rain""\n']"
N60490,20040818.1515,Lightning,Fire,49.0238,-118.2377,2.5,57.3,78.9,74.0,57.4,57.08,,12.8,,229.0,,0.0,13.8,87.3,1016.3,"['""Precipitation In Vicinity""', '49.0238', '-118.2377', '""49.0238', ' -118.2377""', '""49.0238', ' -118.2377""', '""""', '""Overcast""\n']"
R90918,20190710.100751,Lightning,Fire,57.04340000000001,-131.2401,102.0,,,,,,,,,,,0.0,,,,"['""""', '57.04340000000001', '-131.2401', '""57.04340000000001', ' -131.2401""', '""57.04340000000001', ' -131.2401""', '""No data available""', '""""\n']"
N10047,20090518.1215,Person,Fire,49.65470000000001,-115.7658,27.2,44.7,78.7,64.7,38.8,42.43,,20.8,30.0,175.17,41.4,0.0,24.8,78.0,1005.1,"['""""', '49.65470000000001', '-115.7658', '""49.65470000000001', ' -115.7658""', '""49.65470000000001', ' -115.7658""', '""""', '""Overcast""\n']"
V62312,20171024.1,Person,Fire,48.6488,-124.5299,22.0,46.3,58.9,52.3,47.4,83.84,,6.9,21.9,188.5,44.3,0.05,154.0,4.9,1025.8,"['""Mist', ' Light Rain""', '48.6488', '-124.5299', '""48.6488', ' -124.5299""', '""48.6488', ' -124.5299""', '""""', '""Rain""\n']"
N60475,20150720.0535,Lightning,Fire,49.1658,-118.5068,3.3000000000000003,62.6,91.9,77.1,52.0,43.55,90.0,8.7,21.9,236.29,,0.08,118.6,13.6,1008.4,"['""Thunderstorm', ' Rain Showers""', '49.1658', '-118.5068', '""49.1658', ' -118.5068""', '""49.1658', ' -118.5068""', '""""', '""Rain""\n']"
K40139,20100711.145,Lightning,Fire,50.3905,-119.2263,5.0,59.3,90.2,75.8,51.0,44.44,87.5,10.0,19.7,185.42,,0.0,8.8,5.3,1003.2,"['""""', '50.3905', '-119.2263', '""50.3905', ' -119.2263""', '""50.3905', ' -119.2263""', '""""', '""Clear""\n']"
C50453,20090802.103,Lightning,Fire,52.3714,-126.045,46.0,51.9,84.3,73.8,54.7,55.57,82.8,17.2,,273.33,,0.0,14.9,15.0,1014.0,"['""Smoke Or Haze""', '52.3714', '-126.045', '""52.3714', ' -126.045""', '""52.3714', ' -126.045""', '""""', '""Clear""\n']"
R90080,20060702.15,Lightning,Fire,58.7563,-129.8483,2.0,42.5,78.9,62.2,31.3,34.62,,12.5,20.8,,40.8,0.0,14.9,0.7,1017.9,"['""""', '58.7563', '-129.8483', '""58.7563', ' -129.8483""', '""58.7563', ' -129.8483""', '""""', '""Clear""\n']"
N70727,20131018.09,Person,Fire,50.192,-117.0688,13.8,37.6,49.6,41.3,37.6,87.1,,5.9,,191.71,32.9,0.0,636.6,0.0,1024.4,"['""""', '50.192', '-117.0688', '""50.192', ' -117.0688""', '""50.192', ' -117.0688""', '""""', '""Clear""\n']"
C31274,20180717.212,Lightning,Fire,52.6054,-121.0517,20.6,,,,,,,,,,,0.0,,,,"['""""', '52.6054', '-121.0517', '""52.6054', ' -121.0517""', '""52.6054', ' -121.0517""', '""No data available""', '""""\n']"
G70067,20060427.143,Person,Fire,56.02520000000001,-122.0362,2.1,42.9,59.1,52.9,24.7,35.42,,11.4,,,40.8,0.0,34.8,82.5,1016.3,"['""""', '56.02520000000001', '-122.0362', '""56.02520000000001', ' -122.0362""', '""56.02520000000001', ' -122.0362""', '""""', '""Overcast""\n']"
V10413,20150812.22,Lightning,Fire,49.26170000000001,-121.1858,3.9,59.4,88.2,74.1,56.3,56.91,86.1,8.8,27.7,215.46,,0.0,132.0,7.7,1014.0,"['""""', '49.26170000000001', '-121.1858', '""49.26170000000001', ' -121.1858""', '""49.26170000000001', ' -121.1858""', '""""', '""Clear""\n']"
G10678,20060825.133,Person,Fire,53.44,-123.2617,17.0,45.8,77.8,61.9,44.8,57.29,,8.7,,,44.8,0.0,23.3,38.3,1017.6,"['""""', '53.44', '-123.2617', '""53.44', ' -123.2617""', '""53.44', ' -123.2617""', '""""', '""Partially cloudy""\n']"
N50173,20170522.1021,Person,Fire,49.59690000000001,-117.5265,2.4,48.4,82.3,63.1,43.5,54.84,80.2,6.5,,153.13,49.3,0.0,633.6,0.0,1019.3,"['""""', '49.59690000000001', '-117.5265', '""49.59690000000001', ' -117.5265""', '""49.59690000000001', ' -117.5265""', '""""', '""Clear""\n']"
K70500,20120808.05,Lightning,Fire,50.4089,-121.6607,34.0,57.7,80.6,70.5,57.5,65.44,81.3,35.6,50.9,176.0,,0.05,8.7,3.9,1017.9,"['""""', '50.4089', '-121.6607', '""50.4089', ' -121.6607""', '""50.4089', ' -121.6607""', '""""', '""Rain""\n']"
N50472,20150720.0551,Lightning,Fire,50.5004,-117.6964,2.0,53.0,88.1,69.7,55.3,62.43,86.4,24.2,31.1,128.25,,0.03,128.0,6.6,1008.6,"['""""', '50.5004', '-117.6964', '""50.5004', ' -117.6964""', '""50.5004', ' -117.6964""', '""""', '""Rain""\n']"
G10140,20040608.12,Person,Fire,53.5186,-122.6508,5.0,49.8,73.6,60.9,50.1,70.71,,11.9,,243.83,,0.2,23.1,60.9,1011.6,"['""Mist', ' Precipitation In Vicinity', ' Rain', ' Thunderstorm Without Precipitation', ' Rain Showers', ' Fog', ' Heavy Rain', ' Light Rain', ' Sky Coverage Decreasing""', '53.5186', '-122.6508', '""53.5186', ' -122.6508""', '""53.5186', ' -122.6508""', '""""', '""Rain', ' Partially cloudy""\n']"
G30726,20060904.2,Lightning,Fire,53.4547,-120.595,2.0,,,,,,,,,,,0.0,,,,"['""""', '53.4547', '-120.595', '""53.4547', ' -120.595""', '""53.4547', ' -120.595""', '""No data available""', '""""\n']"
C50224,20150329.1615,Person,Fire,52.0234,-123.1788,4.0,33.9,51.2,41.8,27.1,57.65,,13.7,27.6,178.33,30.1,0.04,101.0,29.9,1016.6,"['""Rain Showers""', '52.0234', '-123.1788', '""52.0234', ' -123.1788""', '""52.0234', ' -123.1788""', '""""', '""Rain', ' Partially cloudy""\n']"
C20013,20130420.1501,Person,Fire,52.1038,-121.9957,45.0,22.8,41.1,32.2,11.6,43.76,,17.2,31.1,310.21,9.6,0.0,14.9,56.9,1024.4,"['""""', '52.1038', '-121.9957', '""52.1038', ' -121.9957""', '""52.1038', ' -121.9957""', '""""', '""Partially cloudy""\n']"
N51528,20180725.07,Lightning,Fire,49.7695,-117.75,183.0,57.2,89.6,72.1,45.3,42.6,85.8,5.4,,284.42,,0.0,633.4,0.0,1019.3,"['""""', '49.7695', '-117.75', '""49.7695', ' -117.75""', '""49.7695', ' -117.75""', '""""', '""Clear""\n']"
K60061,20120512.13,Person,Fire,50.1528,-120.8703,4.3,38.1,80.8,60.5,30.1,36.41,78.9,13.2,28.8,149.29,36.0,0.02,8.7,0.0,1022.2,"['""""', '50.1528', '-120.8703', '""50.1528', ' -120.8703""', '""50.1528', ' -120.8703""', '""""', '""Rain""\n']"
N70445,20040817.153,Lightning,Fire,49.899,-116.83,6.0,64.5,93.3,75.9,60.3,62.46,92.7,13.6,,152.0,,0.0,,0.0,1014.5,"['""""', '49.899', '-116.83', '""49.899', ' -116.83""', '""49.899', ' -116.83""', '""""', '""Clear""\n']"
V11183,20090729.16,Lightning,Fire,49.8616,-121.2016,435.0,67.6,97.9,82.8,57.2,45.49,96.2,7.8,30.0,121.42,,0.06,8.7,3.9,1009.8,"['""""', '49.8616', '-121.2016', '""49.8616', ' -121.2016""', '""49.8616', ' -121.2016""', '""""', '""Rain""\n']"
N50255,20150630.21,Lightning,Fire,50.6539,-117.6872,145.0,59.5,84.5,69.4,60.1,74.47,85.3,10.2,24.2,171.46,,0.08,144.7,20.7,1016.8,"['""""', '50.6539', '-117.6872', '""50.6539', ' -117.6872""', '""50.6539', ' -117.6872""', '""""', '""Rain""\n']"
G80115,20160430.153,Person,Fire,56.3186,-120.2422,25.0,46.2,63.7,55.1,21.8,29.15,,19.2,26.0,232.17,39.8,0.0,27.4,25.1,1022.7,"['""""', '56.3186', '-120.2422', '""56.3186', ' -120.2422""', '""56.3186', ' -120.2422""', '""""', '""Partially cloudy""\n']"
K20280,20060703.12,Person,Fire,50.53250000000001,-120.5598,309.0,64.5,100.3,81.2,48.7,36.06,96.8,16.2,24.0,,,0.02,37.4,34.4,1014.5,"['""""', '50.53250000000001', '-120.5598', '""50.53250000000001', ' -120.5598""', '""50.53250000000001', ' -120.5598""', '""""', '""Rain', ' Partially cloudy""\n']"
K60131,20100709.1157,Person,Fire,50.4166,-121.0747,30.1,64.1,97.5,81.8,48.7,34.39,93.7,16.5,29.9,193.21,,0.02,8.7,3.6,1010.9,"['""""', '50.4166', '-121.0747', '""50.4166', ' -121.0747""', '""50.4166', ' -121.0747""', '""""', '""Rain""\n']"
K60044,20140414.163,Person,Nuisance Fire,50.1298,-120.2835,200.0,34.5,65.6,52.2,24.8,36.84,,15.3,31.2,191.0,36.5,0.0,76.5,0.2,1014.9,"['""""', '50.1298', '-120.2835', '""50.1298', ' -120.2835""', '""50.1298', ' -120.2835""', '""""', '""Clear""\n']"
C20522,20040328.1915,Person,Fire,51.9514,-122.5007,2.8000000000000003,35.7,56.4,47.5,25.3,42.24,,17.2,,133.04,28.7,0.0,14.9,58.3,1022.7,"['""""', '51.9514', '-122.5007', '""51.9514', ' -122.5007""', '""51.9514', ' -122.5007""', '""""', '""Partially cloudy""\n']"
C20215,20100727.2051,Lightning,Fire,51.944,-121.9511,13.8,53.6,86.0,70.2,45.3,45.54,82.8,13.9,18.3,155.67,,0.02,14.9,50.9,1011.8,"['""Lightning Without Thunder', ' Thunderstorm', ' Rain Showers""', '51.944', '-121.9511', '""51.944', ' -121.9511""', '""51.944', ' -121.9511""', '""""', '""Rain', ' Partially cloudy""\n']"
R22795,20180801.2039,Person,Fire,54.5347,-126.5895,8.0,50.9,83.3,67.6,49.9,57.8,81.1,8.0,17.2,214.5,,0.05,126.8,14.6,1010.2,"['""""', '54.5347', '-126.5895', '""54.5347', ' -126.5895""', '""54.5347', ' -126.5895""', '""""', '""Rain""\n']"
V31346,20090730.183,Lightning,Fire,50.1073,-122.875,8.0,57.6,93.8,73.2,56.7,62.92,91.5,9.5,24.6,123.58,,0.19,,0.0,1010.3,"['""""', '50.1073', '-122.875', '""50.1073', ' -122.875""', '""50.1073', ' -122.875""', '""""', '""Rain""\n']"
G90292,20160710.1438,Lightning,Fire,59.4782,-128.17350000000002,98.1,55.6,74.3,65.9,50.4,59.1,,9.7,,249.25,,0.04,94.4,30.7,1009.4,"['""Light Rain""', '59.4782', '-128.17350000000002', '""59.4782', ' -128.17350000000002""', '""59.4782', ' -128.17350000000002""', '""""', '""Rain', ' Partially cloudy""\n']"
G31635,20180730.175,Lightning,Fire,52.8252,-119.1585,60.0,47.8,82.1,64.5,53.5,70.64,81.0,7.4,25.3,143.58,,0.4,259.8,10.7,1020.1,"['""Precipitation In Vicinity', ' Rain Showers""', '52.8252', '-119.1585', '""52.8252', ' -119.1585""', '""52.8252', ' -119.1585""', '""""', '""Rain""\n']"
K10363,20040724.2035,Lightning,Fire,52.4131,-120.352,15.0,51.9,87.7,68.7,56.8,70.76,85.3,2.2,,121.67,,0.0,14.9,13.5,1015.6,"['""""', '52.4131', '-120.352', '""52.4131', ' -120.352""', '""52.4131', ' -120.352""', '""""', '""Clear""\n']"
K51452,20060929.18,Person,Fire,49.15,-119.8495,30.0,43.8,81.1,59.8,44.1,59.6,79.8,4.3,24.2,,,0.0,,0.0,1012.0,"['""""', '49.15', '-119.8495', '""49.15', ' -119.8495""', '""49.15', ' -119.8495""', '""""', '""Clear""\n']"
C50111,20010526.11,Person,Fire,52.0,-123.15,5.0,48.6,70.5,59.5,34.7,41.48,,6.7,,230.86,,0.0,11.4,37.9,1007.3,"['""Precipitation In Vicinity""', '52.0', '-123.15', '""52.0', ' -123.15""', '""52.0', ' -123.15""', '""""', '""Partially cloudy""\n']"
K50277,20150704.12,Person,Fire,49.1529,-120.2044,147.0,60.6,90.7,77.4,36.2,24.64,86.5,13.1,24.2,262.25,,0.0,628.2,0.0,1010.4,"['""""', '49.1529', '-120.2044', '""49.1529', ' -120.2044""', '""49.1529', ' -120.2044""', '""""', '""Clear""\n']"
N10043,20120413.13,Person,Fire,49.5232,-115.56700000000001,75.0,32.7,55.5,44.7,24.7,48.19,,14.5,31.1,190.96,29.7,0.0,24.9,44.1,1006.2,"['""""', '49.5232', '-115.56700000000001', '""49.5232', ' -115.56700000000001""', '""49.5232', ' -115.56700000000001""', '""""', '""Partially cloudy""\n']"
K70191,20040625.14,Lightning,Fire,50.681000000000004,-122.2683,15.0,60.6,83.8,70.5,54.7,57.67,84.5,13.4,,175.46,,0.02,8.7,2.3,1015.5,"['""Drizzle', ' Light Drizzle""', '50.681000000000004', '-122.2683', '""50.681000000000004', ' -122.2683""', '""50.681000000000004', ' -122.2683""', '""""', '""Rain""\n']"
C50017,20100415.1448,Person,Fire,52.1034,-123.2452,20.0,24.9,64.5,46.0,25.9,52.47,,10.3,19.7,133.64,31.2,0.0,,0.0,1019.9,"['""""', '52.1034', '-123.2452', '""52.1034', ' -123.2452""', '""52.1034', ' -123.2452""', '""""', '""Clear""\n']"
G80055,20120513.1601,Person,Fire,56.3747,-121.0846,7.0,37.4,66.2,54.0,21.2,29.43,,28.9,40.3,236.67,32.1,0.0,14.9,31.7,1019.8,"['""""', '56.3747', '-121.0846', '""56.3747', ' -121.0846""', '""56.3747', ' -121.0846""', '""""', '""Partially cloudy""\n']"
N40671,20030810.173,Lightning,Fire,51.1645,-118.0168,185.0,55.3,84.3,68.1,56.7,70.57,82.6,16.2,,204.52,,0.04,9.8,20.9,1015.5,"['""Precipitation In Vicinity', ' Thunderstorm', ' Rain', ' Thunderstorm Without Precipitation', ' Rain Showers', ' Heavy Rain', ' Light Rain""', '51.1645', '-118.0168', '""51.1645', ' -118.0168""', '""51.1645', ' -118.0168""', '""""', '""Rain""\n']"
N21945,20170810.1341,Lightning,Fire,50.5552,-115.3325,203.0,41.9,75.7,60.6,44.9,60.83,,6.2,18.3,195.25,,0.02,634.0,0.0,1020.3,"['""""', '50.5552', '-115.3325', '""50.5552', ' -115.3325""', '""50.5552', ' -115.3325""', '""""', '""Rain""\n']"
G70073,20120517.14,Person,Fire,55.8855,-120.4668,8.5,30.1,46.9,38.3,24.6,62.27,,13.8,29.0,250.96,21.3,0.04,7.8,71.4,1015.4,"['""Mist', ' Light Snow', ' Rain', ' Light Rain""', '55.8855', '-120.4668', '""55.8855', ' -120.4668""', '""55.8855', ' -120.4668""', '""""', '""Rain', ' Partially cloudy""\n']"
G51636,20180730.181446,Unknown,Fire,55.43680000000001,-125.3302,1600.0,,,,,,,,,,,0.0,,,,"['""""', '55.43680000000001', '-125.3302', '""55.43680000000001', ' -125.3302""', '""55.43680000000001', ' -125.3302""', '""No data available""', '""""\n']"
K50615,20150814.1723,Lightning,Fire,49.1227,-119.6236,5202.0,60.6,91.7,75.3,49.0,43.8,88.0,13.7,32.2,208.29,,0.55,158.8,2.0,1009.6,"['""Smoke Or Haze""', '49.1227', '-119.6236', '""49.1227', ' -119.6236""', '""49.1227', ' -119.6236""', '""""', '""Rain""\n']"
K50796,20060801.133,Person,Fire,50.0747,-119.5019,2.8000000000000003,46.7,77.6,64.9,40.7,43.54,,12.2,23.0,,,0.02,8.7,2.1,1015.6,"['""""', '50.0747', '-119.5019', '""50.0747', ' -119.5019""', '""50.0747', ' -119.5019""', '""""', '""Rain""\n']"
R40044,20170422.083,Person,Fire,55.4164,-127.6185,7.8,32.4,56.8,46.1,25.8,47.07,,15.0,22.5,138.54,29.4,0.01,84.2,22.6,1011.9,"['""""', '55.4164', '-127.6185', '""55.4164', ' -127.6185""', '""55.4164', ' -127.6185""', '""""', '""Rain""\n']"
G10662,20190606.150447,Lightning,Fire,53.5127,-123.2772,6.8,39.0,54.4,46.4,39.9,79.53,,9.1,18.9,177.46,39.6,0.04,81.0,20.9,1012.6,"['""Light Rain""', '53.5127', '-123.2772', '""53.5127', ' -123.2772""', '""53.5127', ' -123.2772""', '""""', '""Rain""\n']"
G80064,19991031.12,Person,Fire,56.5867,-120.5117,5.0,24.9,39.3,33.1,13.9,45.52,,20.8,,227.73,19.9,0.0,16.1,13.9,1026.6,"['""""', '56.5867', '-120.5117', '""56.5867', ' -120.5117""', '""56.5867', ' -120.5117""', '""""', '""Clear""\n']"
G91472,20180725.184,Lightning,Fire,59.9949,-122.2565,2342.0,57.5,87.1,69.8,59.3,72.79,84.9,8.1,,194.21,,0.0,300.2,8.4,1017.3,"['""Thunderstorm Without Precipitation""', '59.9949', '-122.2565', '""59.9949', ' -122.2565""', '""59.9949', ' -122.2565""', '""""', '""Clear""\n']"
R20213,20121014.12,Person,Fire,54.3585,-126.4666,2.1,33.4,54.9,45.5,35.3,69.01,,15.9,29.9,152.21,29.8,0.04,16.2,45.2,998.6,"['""Precipitation In Vicinity', ' Light Rain""', '54.3585', '-126.4666', '""54.3585', ' -126.4666""', '""54.3585', ' -126.4666""', '""""', '""Rain', ' Partially cloudy""\n']"
K20520,20110831.163,Person,Fire,50.651,-120.0252,6.2,44.6,71.9,59.4,39.2,50.48,,17.2,35.6,204.46,41.9,0.01,39.8,13.8,1014.8,"['""""', '50.651', '-120.0252', '""50.651', ' -120.0252""', '""50.651', ' -120.0252""', '""""', '""Rain""\n']"
G80093,20100510.1509,Person,Fire,56.8381,-121.2802,40.0,37.4,60.8,49.3,23.7,39.19,,11.4,,147.83,34.9,0.0,14.9,39.0,1016.6,"['""Smoke Or Haze""', '56.8381', '-121.2802', '""56.8381', ' -121.2802""', '""56.8381', ' -121.2802""', '""""', '""Partially cloudy""\n']"
C10705,20180619.1908,Lightning,Fire,52.92440000000001,-121.6537,8.8,56.1,92.9,74.8,52.6,51.85,89.4,8.7,,220.92,,0.0,60.8,14.0,1014.0,"['""Lightning Without Thunder""', '52.92440000000001', '-121.6537', '""52.92440000000001', ' -121.6537""', '""52.92440000000001', ' -121.6537""', '""""', '""Clear""\n']"
C52651,20180811.143,Lightning,Fire,52.1811,-123.5809,90.0,45.7,61.7,55.3,43.1,65.17,,9.2,,268.0,43.9,0.0,631.7,0.0,1017.0,"['""""', '52.1811', '-123.5809', '""52.1811', ' -123.5809""', '""52.1811', ' -123.5809""', '""""', '""Clear""\n']"
G10214,20140711.17,Unknown,Fire,53.7477,-122.4894,12.0,44.3,82.9,67.2,44.7,50.48,80.6,8.2,,130.45,48.0,0.0,48.9,0.0,1018.8,"['""Smoke Or Haze""', '53.7477', '-122.4894', '""53.7477', ' -122.4894""', '""53.7477', ' -122.4894""', '""""', '""Clear""\n']"
C10264,20100727.1853,Lightning,Fire,52.4783,-122.7707,124.5,53.6,86.8,71.3,45.5,44.77,83.4,13.9,27.7,185.58,,0.02,11.9,43.5,1011.6,"['""Lightning Without Thunder', ' Thunderstorm', ' Rain', ' Rain Showers""', '52.4783', '-122.7707', '""52.4783', ' -122.7707""', '""52.4783', ' -122.7707""', '""""', '""Rain', ' Partially cloudy""\n']"
G80337,20180520.1435,Lightning,Fire,57.4928,-122.84200000000001,1700.0,,,,,,,,,,,0.0,,,,"['""""', '57.4928', '-122.84200000000001', '""57.4928', ' -122.84200000000001""', '""57.4928', ' -122.84200000000001""', '""No data available""', '""""\n']"
V82324,20171024.09,Person,Fire,50.28720000000001,-126.3578,20.0,51.6,55.3,53.6,49.5,85.97,,24.2,24.2,130.43,,0.4,,0.0,1024.4,"['""""', '50.28720000000001', '-126.3578', '""50.28720000000001', ' -126.3578""', '""50.28720000000001', ' -126.3578""', '""""', '""Rain""\n']"
G10062,20180428.1,Person,Fire,53.7704,-122.584,5.3500000000000005,28.5,67.3,51.8,23.3,36.35,,17.7,25.3,258.42,29.5,0.0,83.1,0.0,1008.2,"['""""', '53.7704', '-122.584', '""53.7704', ' -122.584""', '""53.7704', ' -122.584""', '""""', '""Clear""\n']"
G10077,20160419.1,Person,Fire,54.1171,-121.9415,14.0,37.6,62.5,48.6,27.9,46.52,,16.1,19.5,173.88,28.4,0.0,78.4,0.0,1019.4,"['""""', '54.1171', '-121.9415', '""54.1171', ' -121.9415""', '""54.1171', ' -121.9415""', '""""', '""Clear""\n']"
G13085,20180928.15,Unknown,Fire,54.2419,-122.1174,112.4,30.0,57.3,42.7,28.6,60.2,,14.2,19.7,105.63,22.5,0.0,78.1,16.6,1022.6,"['""""', '54.2419', '-122.1174', '""54.2419', ' -122.1174""', '""54.2419', ' -122.1174""', '""""', '""Clear""\n']"
G70042,20120512.1245,Person,Fire,55.5196,-120.3848,3.1,36.4,66.3,56.9,17.6,23.73,,25.8,41.4,260.96,40.6,0.0,9.5,16.9,1017.8,"['""""', '55.5196', '-120.3848', '""55.5196', ' -120.3848""', '""55.5196', ' -120.3848""', '""""', '""Clear""\n']"
C10209,20100727.1935,Lightning,Fire,53.1803,-123.5963,2449.0,53.6,87.9,72.4,45.6,44.51,84.3,17.2,27.7,179.18,,0.0,8.8,36.7,1011.5,"['""Rain""', '53.1803', '-123.5963', '""53.1803', ' -123.5963""', '""53.1803', ' -123.5963""', '""""', '""Partially cloudy""\n']"
