FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
V00462,,1952,Person,1952-V00462,67,mylars,,20070517130638,19520921,digitised,JA70003000,,1699338,670669.4775,3338.8985000000002,,
V00466,,1952,Person,1952-V00466,52.4,mylars,,20070517130638,19520923,digitised,JA70003000,,1699339,524378.4158,2924.6504,,
V00475,,1952,Person,1952-V00475,1008.1,mylars,,20070517130638,19520919,digitised,JA70003000,,1699340,10081180.8134,17399.8671,,
V00477,,1952,Person,1952-V00477,1122.3,mylars,,20070517130638,19520914,digitised,JA70003000,,1699341,11223399.6725,16270.946899999999,,
V00493,,1952,Person,1952-V00493,24.8,mylars,,20070517130638,19520924,digitised,JA70003000,,1699342,248286.6598,2422.2488000000003,,
K00275,,1952,Lightning,1952-K00275,2609.8,mylars,,20070517130653,19520805,digitised,JA70003000,,1699260,26098933.4334,25031.3808,,
K00291,,1952,Lightning,1952-K00291,128.5,mylars,,20070517130638,19520805,digitised,JA70003000,,1699261,1285234.8329,5781.9308,,
K00299,,1952,Lightning,1952-K00299,230.4,mylars,,20070517130638,19520806,digitised,JA70003000,,1699262,2304204.9581,5595.2024,,
K00334,,1952,Lightning,1952-K00334,89.2,mylars,,20070517130638,19520810,digitised,JA70003000,,1699263,892770.5109,4077.6470000000004,,
K00357,,1952,Lightning,1952-K00357,116,mylars,,20070517130638,19520806,digitised,JA70003000,,1699264,1160662.8066,4274.71,,
K00359,,1952,Person,1952-K00359,391.90000000000003,mylars,,20070517130638,19520813,digitised,JA70003000,,1699265,3919227.1125,10419.5612,,
K00370,,1952,Lightning,1952-K00370,610.8000000000001,mylars,,20070517130638,19520806,digitised,JA70003000,,1699266,6108834.602,9840.1914,,
C00051,,1951,Person,1951-C00051,197.8,mylars,,20070517130639,19510609,digitised,JA70003000,,1698956,1978326.7924,6581.667100000001,,
C00051,,1951,Person,1951-C00051,19.6,mylars,,20070517130639,19510609,digitised,JA70003000,,1698957,196204.5998,2108.2029,,
C00052,,1951,Person,1951-C00052,15,Buffered_Point,,20070517130644,19510612,buffered_point,JA70003000,,1698958,150152.4376,1434.0083,,
C00054,,1951,Person,1951-C00054,88.9,mylars,,20070517130639,19510617,digitised,JA70003000,,1698959,889534.6638,4218.1801000000005,,
C00059,,1951,Person,1951-C00059,105,mylars,,20070517130639,19510624,digitised,JA70003000,,1698960,1050685.533,4868.9687,,
C00061,,1951,Person,1951-C00061,2374.7000000000003,mylars,,20070517130639,19510727,digitised,JA70003000,,1698961,23747299.1579,26156.7997,,
C00061,,1951,Person,1951-C00061,23.6,mylars,,20070517130639,19510727,digitised,JA70003000,,1698962,236310.3414,2588.1305,,
C00062,,1951,Person,1951-C00062,145.1,mylars,,20070517130639,19510625,digitised,JA70003000,,1698963,1451338.975,5866.2545,,
C00069,,1951,Person,1951-C00069,14.700000000000001,Buffered_Point,,20070517130644,19510701,buffered_point,JA70003000,,1698964,147685.85080000001,1426.6293,,
C00070,,1951,Person,1951-C00070,15.200000000000001,mylars,,20070517130639,19510710,digitised,JA70003000,,1698965,152344.2092,1630.2248000000002,,
R00038,,1951,Person,1951-R00038,12446.7,mylars,,20070517130639,19510515,digitised,JA70003000,,1699084,124467321.2737,63624.0858,,
R00040,,1951,Person,1951-R00040,11.700000000000001,Buffered_Point,,20070517130644,19510606,buffered_point,JA70003000,,1699085,117678.2599,1284.9797,,
R00043,,1951,Person,1951-R00043,60.7,mylars,,20070517130639,19510613,digitised,JA70003000,,1699086,607200.4486,2968.9892,,
R00050,,1951,Person,1951-R00050,1164.5,mylars,,20070517130653,19510619,digitised,JA70003000,,1699087,11645329.6188,18254.7989,,
V00497,,1952,Person,1952-V00497,40,mylars,,20070517130638,19520926,digitised,JA70003000,,1699343,400156.9075,3026.8826000000004,,
V00502,,1952,Person,1952-V00502,62.2,mylars,,20070517130638,19520914,digitised,JA70003000,,1699344,622890.9541,5042.603300000001,,
V00510,,1952,Person,1952-V00510,518,mylars,,20070517130638,19520926,digitised,JA70003000,,1699345,5180216.7521,12387.3713,,
V00511,,1952,Person,1952-V00511,60.6,mylars,,20070517130638,19521002,digitised,JA70003000,,1699346,606588.1837,3853.0053000000003,,
V00542,,1952,Person,1952-V00542,40,mylars,,20070517130638,19521009,digitised,JA70003000,,1699347,400617.0102,3463.3145,,
V00553,,1952,Person,1952-V00553,21.2,mylars,,20070517130638,19521012,digitised,JA70003000,,1699348,212223.5301,2024.0421000000001,,
V00556,,1952,Person,1952-V00556,64.8,mylars,,20070517130638,19521013,digitised,JA70003000,,1699349,648602.8527,3831.6676,,
V00565,,1952,Person,1952-V00565,39.4,mylars,,20070517130638,19521003,digitised,JA70003000,,1699350,394893.506,3191.0377000000003,,
V00568,,1952,Person,1952-V00568,170.1,mylars,,20070517130638,19521009,digitised,JA70003000,,1699351,1701604.1511,5985.334400000001,,
V00569,,1952,Person,1952-V00569,60.5,mylars,,20070517130638,19521013,digitised,JA70003000,,1699352,605135.9529,5998.6921,,
K00372,,1952,Person,1952-K00372,189,mylars,,20070517130638,19520818,digitised,JA70003000,,1699267,1890455.7305,7244.7547,,
K00387,,1952,Person,1952-K00387,602.6,mylars,,20070517130653,19520816,digitised,JA70003000,,1699268,6026882.4251,18425.8756,,
K00396,,1952,Lightning,1952-K00396,39.300000000000004,mylars,,20070517130638,19520809,digitised,JA70003000,,1699269,393236.3686,2709.051,,
K00427,,1952,Person,1952-K00427,40.800000000000004,Buffered_Point,,20070517130644,19520905,buffered_point,JA70003000,,1699270,408654.8161,2357.9271000000003,,
K00468,,1952,Person,1952-K00468,30.2,mylars,,20070517130638,19520905,digitised,JA70003000,,1699271,302037.8491,2206.9426000000003,,
K00469,,1952,Lightning,1952-K00469,13.3,Buffered_Point,,20070517130644,19520805,buffered_point,JA70003000,,1699272,133336.9698,1354.9801,,
K00470,,1952,Lightning,1952-K00470,540.6,mylars,,20070517130638,19520812,digitised,JA70003000,,1699273,5406394.0109,12007.9155,,
K00489,,1952,Person,1952-K00489,38.4,mylars,,20070517130638,19520914,digitised,JA70003000,,1699274,384599.3713,2646.7422,,
C00071,,1951,Person,1951-C00071,1309.5,mylars,,20070517130639,19510701,digitised,JA70003000,,1698966,13095194.2065,23760.6429,,
C00077,,1951,Person,1951-C00077,462.6,mylars,,20070517130639,19510712,digitised,JA70003000,,1698967,4626278.6753,7913.6369,,
C00080,,1951,Lightning,1951-C00080,87.9,mylars,,20070517130639,19510723,digitised,JA70003000,,1698968,879114.0334,4365.1908,,
C00082,,1951,Lightning,1951-C00082,110.5,mylars,,20070517130639,19510722,digitised,JA70003000,,1698969,1105242.9804,5239.802900000001,,
C00084,,1951,Person,1951-C00084,547,mylars,,20070517130639,19510724,digitised,JA70003000,,1698970,5470826.4295,10069.0155,,
C00091,,1951,Lightning,1951-C00091,92.10000000000001,mylars,,20070517130639,19510703,digitised,JA70003000,,1698971,921687.5583,5106.278600000001,,
C00093,,1951,Lightning,1951-C00093,71.10000000000001,mylars,,20070517130639,19510715,digitised,JA70003000,,1698972,711325.3652,4465.2489000000005,,
C00095,,1951,Lightning,1951-C00095,72.8,mylars,,20070517130639,19510715,digitised,JA70003000,,1698973,728038.0788,3501.2976000000003,,
C00096,,1951,Lightning,1951-C00096,186.8,mylars,,20070517130639,19510715,digitised,JA70003000,,1698974,1868139.2467,5887.610900000001,,
C00100,,1951,Lightning,1951-C00100,179.6,mylars,,20070517130639,19510728,digitised,JA70003000,,1698975,1796105.2111,5404.6342,,
R00050,,1951,Person,1951-R00050,2513.4,mylars,,20070517130653,19510619,digitised,JA70003000,,1699088,25134497.291,31900.1413,,
R00057,,1951,Person,1951-R00057,18.900000000000002,Buffered_Point,,20070517130644,19510630,buffered_point,JA70003000,,1699089,189425.4334,1658.4089000000001,,
R00060,,1951,Person,1951-R00060,55.5,mylars,,20070517130638,19510709,digitised,JA70003000,,1699090,555149.6506,3694.9981000000002,,
R00061,,1951,Person,1951-R00061,377.1,mylars,,20070517130638,19510615,digitised,JA70003000,,1699091,3771392.5659,11300.9657,,
R00066,,1951,Lightning,1951-R00066,19.6,mylars,,20070517130639,19510713,digitised,JA70003000,,1699092,196493.248,1966.1424000000002,,
R00070,,1951,Lightning,1951-R00070,7.6000000000000005,mylars,,20070517130653,19510713,digitised,JA70003000,,1699093,76026.5956,1186.4306000000001,,
R00070,,1951,Lightning,1951-R00070,54.6,mylars,,20070517130653,19510713,digitised,JA70003000,,1699094,546560.7075,3538.7172,,
V00570,,1952,Person,1952-V00570,63.6,mylars,,20070517130638,19521013,digitised,JA70003000,,1699353,636785.4309,3714.4255000000003,,
V00572,,1952,Person,1952-V00572,148.20000000000002,mylars,,20070517130638,19521012,digitised,JA70003000,,1699354,1482698.5251,5152.5346,,
V00574,,1952,Person,1952-V00574,384.40000000000003,mylars,,20070517130638,19521014,digitised,JA70003000,,1699355,3844243.1165,9937.2826,,
V00579,,1952,Person,1952-V00579,151.70000000000002,mylars,,20070517130638,19521012,digitised,JA70003000,,1699356,1517209.4574,7941.8557,,
V00580,,1952,Person,1952-V00580,10.3,mylars,,20070517130638,19521109,digitised,JA70003000,,1699357,103537.7798,1482.1565,,
V00581,,1952,Person,1952-V00581,1050.3,mylars,,20070517130638,19520920,digitised,JA70003000,,1699358,10503197.9669,22039.3255,,
C00019,,1953,Person,1953-C00019,52.2,mylars,,20070517130638,19530415,digitised,JA70003000,,1699359,522807.1798,2782.3986,,
C00023,,1953,Person,1953-C00023,59,mylars,,20070517130638,19530501,digitised,JA70003000,,1699360,590485.8385,4542.2898000000005,,
C00031,,1953,Person,1953-C00031,248.9,mylars,,20070517130638,19530510,digitised,JA70003000,,1699361,2489728.8574,7787.928900000001,,
K00536,,1952,Person,1952-K00536,51.2,Buffered_Point,,20070517130644,19520921,buffered_point,JA70003000,,1699275,512163.5316,2638.5886,,
K00567,,1952,Person,1952-K00567,35.800000000000004,mylars,,20070517130638,19520924,digitised,JA70003000,,1699276,358077.2095,2783.7796000000003,,
K00590,,1952,Lightning,1952-K00590,12.5,Buffered_Point,,20070517130644,19520925,buffered_point,JA70003000,,1699277,125606.6491,1311.0385,,
K00620,,1952,Person,1952-K00620,20.6,mylars,,20070517130638,19521019,digitised,JA70003000,,1699278,206695.2869,2177.4984,,
K00628,,1952,Person,1952-K00628,80.9,mylars,,20070517130638,19521018,digitised,JA70003000,,1699279,809188.8571,3854.3432000000003,,
K00630,,1952,Person,1952-K00630,859.5,mylars,,20070517130638,19521015,digitised,JA70003000,,1699280,8595201.8867,14886.083999999999,,
K00632,,1952,Person,1952-K00632,13.4,mylars,,20070517130653,19521019,digitised,JA70003000,,1699281,134157.664,1541.5365000000002,,
K00632,,1952,Person,1952-K00632,19.1,mylars,,20070517130653,19521019,digitised,JA70003000,,1699282,191837.5043,1767.0692000000001,,
K00643,,1952,Person,1952-K00643,21,mylars,,20070517130638,19521022,digitised,JA70003000,,1699283,210683.2481,1985.7021000000002,,
K00646,,1952,Person,1952-K00646,48.7,mylars,,20070517130638,19521021,digitised,JA70003000,,1699284,487797.3308,2785.3801000000003,,
K00647,,1952,Person,1952-K00647,48.2,mylars,,20070517130638,19521021,digitised,JA70003000,,1699285,482543.5325,2994.8021000000003,,
K00648,,1952,Person,1952-K00648,56.1,mylars,,20070517130638,19521018,digitised,JA70003000,,1699286,561985.086,4543.0867,,
C00106,,1951,Person,1951-C00106,12.4,Buffered_Point,,20070517130644,19510801,buffered_point,JA70003000,,1698976,124320.8821,1306.8313,,
C00108,,1951,Person,1951-C00108,53.1,mylars,,20070517130639,19510802,digitised,JA70003000,,1698977,531125.3925,3260.2454000000002,,
C00108,,1951,Person,1951-C00108,18.6,mylars,,20070517130639,19510802,digitised,JA70003000,,1698978,186081.6977,1901.0896,,
C00109,,1951,Lightning,1951-C00109,16.8,mylars,,20070517130639,19510725,digitised,JA70003000,,1698979,168892.7943,1644.4118,,
C00114,,1951,Lightning,1951-C00114,716.8000000000001,mylars,,20070517130639,19510801,digitised,JA70003000,,1698980,7168421.8332,10015.9231,,
C00115,,1951,Lightning,1951-C00115,716.5,mylars,,20070517130639,19510801,digitised,JA70003000,,1698981,7165806.0194,10874.7205,,
C00131,,1951,Person,1951-C00131,428.90000000000003,mylars,,20070517130639,19510802,digitised,JA70003000,,1698982,4289838.556,8513.462300000001,,
C00137,,1951,Lightning,1951-C00137,371,Buffered_Point,,20070517130644,19510820,buffered_point,JA70003000,,1698983,3710982.4304,7148.892900000001,,
C00142,,1951,Person,1951-C00142,650.2,mylars,,20070517130639,19510717,digitised,JA70003000,,1698984,6502824.5897,12525.6752,,
C00144,,1951,Lightning,1951-C00144,947.4,mylars,,20070517130639,19510819,digitised,JA70003000,,1698985,9474100.3484,13398.6851,,
R00097,,1951,Person,1951-R00097,359.2,mylars,,20070517130638,19510715,digitised,JA70003000,,1699095,3592272.6312,9054.9419,,
R00098,,1951,Lightning,1951-R00098,29.900000000000002,mylars,,20070517130639,19510728,digitised,JA70003000,,1699096,299853.9976,2279.0101,,
R00100,,1951,Person,1951-R00100,630.4,mylars,,20070517130638,19510801,digitised,JA70003000,,1699097,6304968.1976,12174.7577,,
R00101,,1951,Person,1951-R00101,617.8000000000001,mylars,,20070517130638,19510807,digitised,JA70003000,,1699098,6178000.5413,14853.1015,,
R00123,,1951,Person,1951-R00123,359.6,mylars,,20070517130639,19510915,digitised,JA70003000,,1699099,3596084.3025,11646.2315,,
R00129,,1951,Person,1951-R00129,435.6,mylars,,20070517130638,19510901,digitised,JA70003000,,1699100,4356919.5582,13560.16,,
R00141,,1951,Person,1951-R00141,55.1,mylars,,20070517130638,19510920,digitised,JA70003000,,1699101,551332.7856,3504.2963,,
V00005,,1951,Person,1951-V00005,104.2,mylars,,20070517130639,19510410,digitised,JA70003000,,1699102,1042383.7175,4146.9113,,
C00032,,1953,Person,1953-C00032,46.300000000000004,mylars,,20070517130638,19530510,digitised,JA70003000,,1699362,463639.0331,2714.9915,,
C00033,,1953,Person,1953-C00033,195.5,mylars,,20070517130638,19530511,digitised,JA70003000,,1699363,1955080.2217,6184.0843,,
C00046,,1953,Person,1953-C00046,39.9,mylars,,20070517130638,19530716,digitised,JA70003000,,1699364,399374.0952,2843.7761,,
C00046,,1953,Person,1953-C00046,75.9,mylars,,20070517130638,19530716,digitised,JA70003000,,1699365,759961.3441,3463.7007000000003,,
C00051,,1953,Person,1953-C00051,89.7,mylars,,20070517130638,19530519,digitised,JA70003000,,1699366,897653.7339,3941.266,,
C00052,,1953,Person,1953-C00052,42.2,mylars,,20070517130638,19530524,digitised,JA70003000,,1699367,422585.2864,3399.8265,,
C00063,,1953,Person,1953-C00063,26.5,mylars,,20070517130638,19530711,digitised,JA70003000,,1699368,265394.4959,2156.8889,,
C00072,,1953,Person,1953-C00072,12.3,Buffered_Point,,20070517130644,19530705,buffered_point,JA70003000,,1699369,123550.7242,1304.3084000000001,,
C00122,,1953,Person,1953-C00122,89.10000000000001,mylars,,20070517130638,19530512,digitised,JA70003000,,1699370,891990.1048,3494.3288000000002,,
G00006,,1953,Person,1953-G00006,1272.3,mylars,,20070517130638,19530505,digitised,JA70003000,,1699371,12723509.9927,25482.7538,,
K00649,,1952,Person,1952-K00649,98.4,mylars,,20070517130638,19521021,digitised,JA70003000,,1699287,984726.64,4549.6808,,
K00650,,1952,Person,1952-K00650,36.9,mylars,,20070517130638,19521019,digitised,JA70003000,,1699288,369158.4189,2590.4311000000002,,
N00172,,1952,Lightning,1952-N00172,36.800000000000004,mylars,,20070517130638,19520728,digitised,JA70003000,,1699289,368701.0203,2731.1784000000002,,
N00206,,1952,Person,1952-N00206,46.2,mylars,,20070517130638,19520805,digitised,JA70003000,,1699290,462397.3246,3090.6584000000003,,
N00265,,1952,Lightning,1952-N00265,47.9,mylars,,20070517130638,19520812,digitised,JA70003000,,1699291,479695.03740000003,3032.4163000000003,,
N00271,,1952,Lightning,1952-N00271,21.1,mylars,,20070517130638,19520805,digitised,JA70003000,,1699292,211293.7021,1876.5202000000002,,
N00324,,1952,Person,1952-N00324,179.9,mylars,,20070517130638,19520928,digitised,JA70003000,,1699293,1799381.8857,7575.8386,,
N00334,,1952,Person,1952-N00334,67.8,mylars,,20070517130638,19521004,digitised,JA70003000,,1699294,678989.6178,3547.5983,,
N00338,,1952,Person,1952-N00338,61,mylars,,20070517130638,19521003,digitised,JA70003000,,1699295,610836.9134,3503.8781000000004,,
N00339,,1952,Person,1952-N00339,692.8000000000001,mylars,,20070517130638,19521001,digitised,JA70003000,,1699296,6928318.5124,14199.7337,,
C00148,,1951,Person,1951-C00148,65.1,mylars,,20070517130639,19510901,digitised,JA70003000,,1698986,651489.774,3777.5984000000003,,
C00149,,1951,Person,1951-C00149,79.7,mylars,,20070517130639,19510906,digitised,JA70003000,,1698987,797586.7309,4499.9965,,
C00151,,1951,Person,1951-C00151,34.4,mylars,,20070517130639,19510831,digitised,JA70003000,,1698988,344558.6381,2286.525,,
C00152,,1951,Person,1951-C00152,6013.5,mylars,,20070517130639,19510903,digitised,JA70003000,,1698989,60135468.2981,33998.7098,,
C00153,,1951,Person,1951-C00153,17.2,mylars,,20070517130639,19510831,digitised,JA70003000,,1698990,172067.1508,1818.7287000000001,,
C00154,,1951,Person,1951-C00154,85,mylars,,20070517130639,19510907,digitised,JA70003000,,1698991,850562.0912,3767.1452000000004,,
C00157,,1951,Person,1951-C00157,138.70000000000002,mylars,,20070517130639,19510906,digitised,JA70003000,,1698992,1387024.0627,5279.107800000001,,
C00162,,1951,Person,1951-C00162,82.4,mylars,,20070517130639,19510912,digitised,JA70003000,,1698993,824915.0333,4023.6795,,
C00171,,1951,Person,1951-C00171,32.8,mylars,,20070517130639,19510915,digitised,JA70003000,,1698994,328213.4969,2366.9410000000003,,
C00172,,1951,Person,1951-C00172,83.4,mylars,,20070517130639,19510916,digitised,JA70003000,,1698995,834064.7216,4035.6618000000003,,
C00178,,1951,Lightning,1951-C00178,59.800000000000004,mylars,,20070517130639,19510727,digitised,JA70003000,,1698996,598949.4632,3023.3657000000003,,
C00180,,1951,Person,1951-C00180,705.4,mylars,,20070517130639,19510416,digitised,JA70003000,,1698997,7054653.2394,11589.4282,,
V00006,,1951,Person,1951-V00006,97.60000000000001,mylars,,20070517130639,19510411,digitised,JA70003000,,1699103,976657.9861,6370.701300000001,,
V00009,,1951,Person,1951-V00009,130.6,mylars,,20070517130639,19510415,digitised,JA70003000,,1699104,1306199.9679,5098.9816,,
V00011,,1951,Person,1951-V00011,709.6,mylars,,20070517130639,19510401,digitised,JA70003000,,1699105,7096785.0507,15157.6331,,
V00012,,1951,Person,1951-V00012,346.40000000000003,mylars,,20070517130653,19510415,digitised,JA70003000,,1699106,3464820.8646,11573.1095,,
V00012,,1951,Person,1951-V00012,21.8,mylars,,20070517130653,19510415,digitised,JA70003000,,1699107,218929.9179,2536.4367,,
V00014,,1951,Person,1951-V00014,61,mylars,,20070517130639,19510414,digitised,JA70003000,,1699108,610994.3944,3495.0369,,
V00034,,1951,Person,1951-V00034,61.2,mylars,,20070517130639,19510412,digitised,JA70003000,,1699109,612971.7594,3889.2015,,
V00035,,1951,Person,1951-V00035,17,mylars,,20070517130639,19510410,digitised,JA70003000,,1699110,170684.2488,2094.0985,,
V00039,,1951,Person,1951-V00039,354.3,mylars,,20070517130639,19510409,digitised,JA70003000,,1699111,3543649.0572,11717.1121,,
V00040,,1951,Person,1951-V00040,153.70000000000002,mylars,,20070517130639,19510413,digitised,JA70003000,,1699112,1537516.7294,5650.1675000000005,,
