,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA
V10948,20110910.1307,Person,Nuisance Fire,49.4394,-121.776,0.0
V71314,20090802.2211,Person,Nuisance Fire,49.4185,-124.8943,0.0
V50374,20110715.1204,Person,Nuisance Fire,49.47190000000001,-123.7228,0.0
G80249,20180519.1546,Unknown,Smoke Chase,56.6475,-121.4131,0.0
V10363,20090613.1403,Person,Nuisance Fire,49.4395,-121.7781,0.0
V10580,20100725.1829,Person,Nuisance Fire,49.81,-121.45,0.0
V10040,20150517.1536,Person,Nuisance Fire,49.4735,-122.0002,0.0
V70026,20110508.2144,Person,Nuisance Fire,49.19300000000001,-124.0992,0.0
V80192,20070713.1607,Lightning,Nuisance Fire,50.43210000000001,-125.3351,0.0
V70076,20060521.18,Person,Nuisance Fire,49.292,-124.6628,0.0
V30899,20090724.0725,Person,Nuisance Fire,49.556999999999995,-123.2366,0.0
V10788,20120916.1531,Person,Nuisance Fire,49.4711,-122.0008,0.0
V61906,20170826.1009,Person,Nuisance Fire,48.4213,-124.0544,0.0
V50232,20120806.1331,Person,Nuisance Fire,49.9183,-124.4816,0.0
V30912,20110905.1953,Person,Nuisance Fire,49.8587,-123.1686,0.0
G30280,20000819.1645,Person,Nuisance Fire,52.8333,-119.25,0.0
V11547,20090819.1423,Person,Nuisance Fire,49.3002,-122.3342,0.0
V11209,20100905.1339,Person,Nuisance Fire,49.5153,-121.7678,0.0
V11492,20090815.1451,Person,Nuisance Fire,49.09520000000001,-121.96,0.0
V30885,20110905.1458,Person,Nuisance Fire,50.2,-123.18,0.0
K71388,20070901.1329,Person,Nuisance Fire,50.9957,-122.3678,0.0
N71031,20030915.2016,Person,Nuisance Fire,49.6,-117.0667,0.0
V10626,20120902.1539,Person,Nuisance Fire,49.08490000000001,-121.68299999999999,0.0
N10453,20080805.1047,Person,Nuisance Fire,49.34820000000001,-115.3798,0.0
V10223,20100627.1226,Person,Nuisance Fire,49.3314,-121.4373,0.0
V71558,20090820.1422,Person,Nuisance Fire,49.0647,-123.6546,0.0
V10753,20090717.2306,Person,Duplicate,49.3549,-123.0295,0.0
V12999,20180902.2104,Person,Nuisance Fire,53.2863,-131.97400000000002,0.0
V60361,20110711.144,Person,Nuisance Fire,48.7855,-123.7936,0.0
V70797,20110828.182,Person,Nuisance Fire,49.4063,-124.8431,0.0
V90553,20110807.142,Person,Nuisance Fire,50.5322,-127.43299999999999,0.0
V10158,20110612.1511,Person,Nuisance Fire,49.091,-121.579,0.0
V30263,20160731.1407,Person,Nuisance Fire,49.888999999999996,-123.1806,0.0
V70218,20130715.1812,Person,Nuisance Fire,49.3125,-124.5131,0.0
V71478,20180726.1601,Person,Other,49.2634,-124.7885,0.0
V11034,20110918.1754,Person,Nuisance Fire,49.4361,-121.8401,0.0
R40058,20080801.14,Person,Nuisance Fire,55.262,-127.6335,0.0
V81636,20090828.1036,Lightning,Duplicate,49.756,-125.7026,0.0
V30554,20100724.201,Person,Nuisance Fire,50.20520000000001,-122.4706,0.0
V30148,20140701.1321,Person,Nuisance Fire,49.8344,-123.1844,0.0
V71457,20180725.1425,Person,Nuisance Fire,49.5302,-124.7771,0.0
V30576,20120827.2032,Person,Nuisance Fire,50.20520000000001,-122.473,0.0
V10792,20120916.1638,Person,Nuisance Fire,49.6008,-121.8264,0.0
G70062,20000501.155,Person,Nuisance Fire,55.3917,-121.085,0.0
V10467,20100718.1521,Person,Nuisance Fire,49.6004,-121.8261,0.0
V80443,20080806.0725,Person,Nuisance Fire,50.203,-125.5476,0.0
V61857,20091009.151,Person,Nuisance Fire,48.43980000000001,-123.2461,0.0
V80700,20090712.0841,Lightning,Duplicate,50.1007,-126.2136,0.0
N10452,20080806.0939,Person,Nuisance Fire,49.0681,-115.236,0.0
V10389,20080727.1756,Person,Nuisance Fire,49.3742,-121.5191,0.0
V10219,20080702.2244,Lightning,Nuisance Fire,49.05560000000001,-122.2204,0.0
V10077,20080519.0216,Person,Nuisance Fire,49.387,-123.3993,0.0
V11444,20090809.1759,Person,Nuisance Fire,49.32830000000001,-122.8537,0.0
V10723,20100731.2223,Person,Nuisance Fire,49.5837,-121.826,0.0
V10965,20110911.1304,Person,Nuisance Fire,49.43980000000001,-121.7776,0.0
G30466,20170630.1854,Unknown,Smoke Chase,52.3222,-119.1787,0.0
V70005,20100415.1452,Person,Nuisance Fire,49.353,-124.5874,0.0
V70005,20080413.145,Person,Nuisance Fire,49.3718,-124.5372,0.0
V10849,20110904.1409,Person,Nuisance Fire,49.5767,-121.8247,0.0
V80137,20080606.2011,Person,Nuisance Fire,49.6824,-125.1628,0.0
V70152,20080614.1341,Person,Nuisance Fire,49.1895,-124.0459,0.0
V70260,20080710.1633,Person,Nuisance Fire,49.23,-124.35,0.0
V10225,20140714.1731,Lightning,Duplicate,49.7853,-121.4823,0.0
V10315,20050820.1309,Person,Nuisance Fire,49.4402,-121.2981,0.0
V10464,20100718.1452,Person,Nuisance Fire,49.4341,-121.8415,0.0
K71509,20080814.1618,Person,Nuisance Fire,50.7453,-121.8551,0.0
C40704,20180621.0802,Unknown,Smoke Chase,51.895,-121.5754,0.0
V10328,20180521.1657,Person,Nuisance Fire,49.2227,-121.6037,0.0
VA1022,20100818.202,Person,Nuisance Fire,52.3958,-126.4884,0.0
VA0922,20170709.1513,Lightning,Duplicate,52.9633,-125.859,0.0
V10435,20110726.1628,Person,Nuisance Fire,49.3537,-122.9924,0.0
R20030,20120714.1525,Person,Nuisance Fire,53.9817,-126.4549,0.0
V10379,20120817.1412,Person,Nuisance Fire,49.0751,-121.7688,0.0
V80111,20080528.1923,Person,Nuisance Fire,49.6405,-125.0161,0.0
V70051,20080511.1537,Person,Nuisance Fire,49.0427,-123.885,0.0
V70529,20100723.1835,Person,Nuisance Fire,49.5009,-124.8314,0.0
V50987,20110911.1832,Person,Nuisance Fire,49.9196,-124.48,0.0
R50094,20120806.2238,Person,Nuisance Fire,54.3981,-129.0592,0.0
V50517,20110801.1807,Person,Nuisance Fire,49.7243,-124.4279,0.0
V10342,20110710.1452,Person,Nuisance Fire,49.4337,-121.8424,0.0
V60218,20150626.214,Person,Nuisance Fire,48.40020000000001,-123.7904,0.0
C41460,20180725.15,Unknown,Smoke Chase,51.7235,-121.5291,0.0
V10166,20150614.1827,Person,Nuisance Fire,49.2274,-121.6054,0.0
V10992,20180702.0127,Person,Nuisance Fire,49.4256,-121.31,0.0
V70136,20140629.1457,Person,Nuisance Fire,49.3994,-124.6906,0.0
V10069,20100521.21,Person,Nuisance Fire,49.33900000000001,-121.86399999999999,0.0
G30859,20170708.1536,Lightning,Fire,53.5409,-120.37,0.0
V81202,20100904.1144,Person,Nuisance Fire,50.23,-125.3,0.0
V80411,20110724.1422,Person,Nuisance Fire,50.05,-125.5,0.0
G11442,20170729.1951,Unknown,Smoke Chase,53.8873,-122.51,0.0
V10196,20110619.1805,Person,Nuisance Fire,49.4328,-121.8411,0.0
V10885,20100807.0109,Person,Nuisance Fire,49.0274,-123.1528,0.0
V50084,20100523.1602,Person,Nuisance Fire,49.7471,-124.184,0.0
V80719,20061006.17,Person,Nuisance Fire,49.9483,-125.5235,0.0
V11262,20100911.1709,Person,Nuisance Fire,49.27670000000001,-121.2007,0.0
V30556,20080817.2011,Person,Nuisance Fire,49.8582,-122.1804,0.0
N10567,20080810.1312,Person,Nuisance Fire,49.2866,-115.319,0.0
N10231,20000723.153,Person,Nuisance Fire,49.0517,-115.155,0.0
V80718,20110821.201,Person,Nuisance Fire,49.773999999999994,-125.1952,0.0
V10328,20110709.1632,Person,Nuisance Fire,49.5105,-122.1934,0.0
R90024,20120702.09,Person,Fire,59.2223,-133.8811,0.0
V10602,20120901.1513,Person,Nuisance Fire,49.5544,-121.7971,0.0
G50050,20020513.1241,Person,Nuisance Fire,54.4699,-124.3152,0.0
G10348,20070812.1911,Lightning,Duplicate,53.6888,-121.0078,0.0
V60150,20060624.1409,Person,Nuisance Fire,48.3338,-124.621,0.0
V10425,20110724.2147,Person,Nuisance Fire,49.3781,-123.3938,0.0
V50176,20090524.1328,Person,Nuisance Fire,49.6278,-123.9688,0.0
V10728,20100801.0728,Person,Nuisance Fire,49.3137,-122.3917,0.0
V30408,20100712.2343,Person,Nuisance Fire,50.0903,-122.884,0.0
V60914,20110905.1953,Person,Nuisance Fire,49.0,-123.68,0.0
V70645,20040818.1143,Person,Nuisance Fire,49.2826,-124.87,0.0
V80377,20090613.2355,Person,Nuisance Fire,49.9208,-125.1873,0.0
V10292,20080714.2335,Person,Nuisance Fire,49.3304,-123.061,0.0
R50036,20000604.1331,Person,Nuisance Fire,54.46590000000001,-128.4853,0.0
V30378,20160814.1449,Person,Nuisance Fire,50.1192,-123.3947,0.0
V60794,20110828.1753,Person,Nuisance Fire,48.45990000000001,-123.4046,0.0
V70123,20090518.1328,Person,Nuisance Fire,49.19450000000001,-124.1333,0.0
V70033,20100510.1729,Person,Nuisance Fire,49.0516,-123.8924,0.0
V10463,20180602.1421,Person,Nuisance Fire,49.1223,-121.6044,0.0
V61519,20090816.2048,Person,Nuisance Fire,48.8438,-124.1514,0.0
C20731,20170707.1523,Lightning,Fire,52.2711,-122.0725,0.0
V10140,20090518.1624,Person,Other,49.1065,-121.6483,0.0
V10593,20100726.1414,Person,Nuisance Fire,49.5745,-121.819,0.0
V71222,20090731.212,Person,Nuisance Fire,49.3,-124.91,0.0
V10503,20040813.1701,Person,Nuisance Fire,49.6178,-121.0972,0.0
V30517,20100722.1527,Person,Nuisance Fire,50.1722,-123.1331,0.0
V10585,20110811.1516,Person,Nuisance Fire,49.391999999999996,-123.1941,0.0
G80175,20000628.191,Lightning,Smoke Chase,57.5993,-120.7058,0.0
V10134,20080606.1501,Person,Nuisance Fire,49.4331,-121.1863,0.0
V71109,20100826.2209,Person,Nuisance Fire,49.07980000000001,-123.9942,0.0
V10018,20100426.171,Person,Nuisance Fire,49.1304,-120.6347,0.0
C43074,20180925.2215,Unknown,Smoke Chase,51.6543,-121.2602,0.0
R10045,20090515.1405,Person,Nuisance Fire,54.2288,-125.7358,0.0
V10123,20070626.1534,Person,Nuisance Fire,49.6092,-121.0542,0.0
V10785,20120916.1429,Person,Nuisance Fire,49.5719,-121.8134,0.0
V30071,20110523.1545,Person,Nuisance Fire,49.7315,-122.3301,0.0
V80351,20100709.1251,Person,Nuisance Fire,50.0552,-125.3159,0.0
V10370,20110713.211,Person,Nuisance Fire,49.4789,-123.2027,0.0
V71224,20090731.2157,Person,Nuisance Fire,49.24330000000001,-124.9287,0.0
V60569,20100725.1047,Person,Nuisance Fire,48.78,-123.95,0.0
V10325,20160807.1259,Person,Nuisance Fire,49.2528,-122.10799999999999,0.0
V10967,20100814.1904,Person,Nuisance Fire,49.1432,-122.0066,0.0
V50688,20090711.1619,Person,Nuisance Fire,49.8968,-124.6085,0.0
V50370,20011214.1308,Person,Nuisance Fire,49.6224,-124.435,0.0
V30219,20110625.1513,Person,Nuisance Fire,50.06650000000001,-123.006,0.0
V10186,20080627.2333,Person,Nuisance Fire,49.03720000000001,-122.0632,0.0
V10558,20110807.1519,Person,Nuisance Fire,49.1036,-121.6565,0.0
R20090,20130630.154,Person,Nuisance Fire,53.9754,-126.9079,0.0
R21838,20180731.1758,Lightning,Fire,53.94150000000001,-126.8129,0.0
G40928,20170709.1641,Lightning,Duplicate,53.6681,-124.3413,0.0
V80801,20090225.01,Person,Nuisance Fire,50.0307,-127.3795,0.0
V10210,20070715.1411,Person,Nuisance Fire,48.92,-120.69,0.0
V10342,20020814.2011,Person,Nuisance Fire,49.0923,-121.9927,0.0
V72217,20170929.2222,Person,Nuisance Fire,49.3478,-124.5124,0.0
V10148,20120715.1402,Person,Nuisance Fire,49.5734,-121.8168,0.0
V60718,20080920.1742,Person,Nuisance Fire,48.9,-123.83,0.0
V10121,20130701.144,Person,Nuisance Fire,49.096,-121.7057,0.0
V70211,20050803.1623,Person,Nuisance Fire,49.26,-124.2,0.0
R50174,20120824.2053,Person,Nuisance Fire,54.6005,-128.6493,0.0
V10074,20160523.1532,Person,Nuisance Fire,49.603,-121.8252,0.0
V71247,20100908.1555,Person,Nuisance Fire,49.3143,-124.3517,0.0
V80765,20081005.1834,Person,Nuisance Fire,50.0379,-125.4752,0.0
V60478,20020723.1525,Person,Nuisance Fire,48.4333,-123.4667,0.0
V11363,20090804.1134,Person,Nuisance Fire,49.5927,-121.1021,0.0
V11442,20090809.1444,Person,Nuisance Fire,49.44130000000001,-122.6619,0.0
G12102,20180803.1654,Lightning,Duplicate,53.4998,-122.8508,0.0
V70083,20080520.1512,Person,Nuisance Fire,49.4892,-125.0344,0.0
V30262,20050810.1532,Lightning,Nuisance Fire,50.1756,-123.0361,0.0
V10477,20140831.1849,Person,Nuisance Fire,49.18700000000001,-121.7407,0.0
V10295,20130727.1918,Person,Nuisance Fire,49.43380000000001,-121.8414,0.0
V10884,20100806.2347,Person,Nuisance Fire,49.03590000000001,-121.9964,0.0
V10963,20100814.1828,Person,Nuisance Fire,49.482,-121.4063,0.0
V10969,20110911.1426,Person,Nuisance Fire,49.5769,-121.8251,0.0
V12229,20180805.183,Person,Nuisance Fire,49.4964,-121.8506,0.0
V70157,20040612.2027,Person,Nuisance Fire,49.0826,-123.8511,0.0
V10383,20170625.1608,Person,Nuisance Fire,49.471,-122.0024,0.0
V10109,20120702.19,Person,Nuisance Fire,49.0983,-121.4673,0.0
V60003,20100414.1939,Person,Nuisance Fire,48.7502,-123.5484,0.0
V50231,20030723.1811,Person,Nuisance Fire,50.8095,-124.8568,0.0
V30812,20120922.1342,Person,Nuisance Fire,50.3098,-122.7237,0.0
V70142,20110609.1342,Person,Nuisance Fire,49.1269,-123.7706,0.0
V50589,20120831.1322,Person,Nuisance Fire,49.9059,-124.5195,0.0
V10512,20110801.1705,Person,Other,49.3612,-121.3582,0.0
V51501,20090815.2104,Person,Nuisance Fire,49.4941,-123.9597,0.0
V10289,20090605.1459,Person,Nuisance Fire,49.4054,-122.0319,0.0
V70174,20110615.1446,Person,Nuisance Fire,49.247,-124.6803,0.0
V70196,20100620.2037,Person,Nuisance Fire,49.1941,-124.0989,0.0
V50531,20120825.1802,Person,Nuisance Fire,49.49480000000001,-123.338,0.0
G70118,20080611.1241,Person,Nuisance Fire,55.585800000000006,-121.5886,0.0
V90557,20140920.18,Person,Nuisance Fire,50.603,-127.3032,0.0
V70624,20080902.0931,Person,Nuisance Fire,49.25400000000001,-124.1881,0.0
V50267,20080711.1649,Person,Nuisance Fire,49.5149,-123.9213,0.0
V70530,20090701.0928,Person,Nuisance Fire,49.1984,-124.0845,0.0
V70327,20150717.1845,Person,Nuisance Fire,49.30560000000001,-124.3343,0.0
V10926,20110906.1707,Person,Nuisance Fire,49.29830000000001,-122.3315,0.0
V10599,20090705.1829,Person,Nuisance Fire,49.575,-121.8197,0.0
V10758,20100801.1821,Person,Nuisance Fire,49.35,-121.7,0.0
V10478,20080808.1816,Person,Nuisance Fire,50.1167,-121.6833,0.0
V10903,20090724.1234,Person,Nuisance Fire,49.3328,-121.8629,0.0
V30717,20100731.195,Person,Nuisance Fire,49.8321,-123.1869,0.0
K71429,20070903.12,Person,Nuisance Fire,50.9283,-122.5965,0.0
V10361,20170624.1252,Person,Nuisance Fire,49.31500000000001,-121.8712,0.0
V80408,20160819.1254,Person,Other,50.2225,-125.5431,0.0
V80085,20010706.1342,Person,Nuisance Fire,49.5583,-125.0333,0.0
V30073,20140607.124,Person,Nuisance Fire,49.7763,-123.1067,0.0
V70613,20130820.1054,Person,Nuisance Fire,49.1944,-125.3919,0.0
0,19920730.0,No Cause,No Fire,56.64641181617289,-129.77266643680036,0.0
1,20170131.0,No Cause,No Fire,54.956750184503285,-126.09356324843921,0.0
2,19781008.0,No Cause,No Fire,51.313833071704316,-122.8668390807077,0.0
3,20170525.0,No Cause,No Fire,58.7595507287746,-122.2478543074813,0.0
4,19911202.0,No Cause,No Fire,48.63918901348311,-115.49406095501597,0.0
5,19860120.0,No Cause,No Fire,54.800576595243186,-124.13782211672527,0.0
6,20130102.0,No Cause,No Fire,53.9948118609603,-122.78024422340917,0.0
7,19830715.0,No Cause,No Fire,48.18838185578924,-125.85061292306798,0.0
8,20010324.0,No Cause,No Fire,56.40668728574543,-128.5008131300074,0.0
9,19890520.0,No Cause,No Fire,49.32894057209589,-128.93682362474837,0.0
10,20121111.0,No Cause,No Fire,58.677552341678854,-120.75323624771738,0.0
11,19911211.0,No Cause,No Fire,55.653488341971645,-127.95564928837928,0.0
12,19700410.0,No Cause,No Fire,53.80775607359489,-120.85209802460534,0.0
13,19750612.0,No Cause,No Fire,59.35952793683481,-123.27178549865138,0.0
14,20170228.0,No Cause,No Fire,48.28471881392277,-121.59392257902871,0.0
15,19950723.0,No Cause,No Fire,55.42056366394734,-125.43094112533845,0.0
16,19720417.0,No Cause,No Fire,57.53892423214791,-122.27013558969723,0.0
17,19710313.0,No Cause,No Fire,55.213458287312704,-119.88722034370335,0.0
18,20170815.0,No Cause,No Fire,50.1919830991904,-129.25477421215922,0.0
19,20131030.0,No Cause,No Fire,54.049927942850346,-117.08921264854995,0.0
20,20011222.0,No Cause,No Fire,56.15053156011916,-129.57328754135074,0.0
21,19980530.0,No Cause,No Fire,48.94843735668544,-115.26718274889801,0.0
22,20020709.0,No Cause,No Fire,52.97894121976296,-129.65325549888468,0.0
23,20181212.0,No Cause,No Fire,59.62149860330297,-120.51876644344864,0.0
24,20010512.0,No Cause,No Fire,54.739525843400656,-124.31173970499657,0.0
25,19930125.0,No Cause,No Fire,55.51644044676664,-128.69419851353157,0.0
26,19831015.0,No Cause,No Fire,51.509444593506515,-128.88645839929478,0.0
27,19820901.0,No Cause,No Fire,52.44548250198405,-121.96396995266255,0.0
28,19821216.0,No Cause,No Fire,54.48657336619084,-129.67779154724943,0.0
29,20191124.0,No Cause,No Fire,57.71907390109708,-120.02114458163052,0.0
30,19731114.0,No Cause,No Fire,51.40358076280615,-127.25694652114004,0.0
31,20010309.0,No Cause,No Fire,52.948875611127505,-128.53283525585096,0.0
32,20001124.0,No Cause,No Fire,51.8328155597273,-127.90597053279959,0.0
33,20050321.0,No Cause,No Fire,54.742732105238815,-125.28198007009561,0.0
34,20140514.0,No Cause,No Fire,55.601473482009,-116.64820151205447,0.0
35,19810807.0,No Cause,No Fire,51.30830563657889,-126.45542095459689,0.0
36,20090322.0,No Cause,No Fire,58.5280124230293,-116.56016187582581,0.0
37,19770711.0,No Cause,No Fire,52.94719711251992,-129.36751052115403,0.0
38,20121204.0,No Cause,No Fire,56.523371518179104,-121.8313158151486,0.0
39,19720526.0,No Cause,No Fire,48.949708218104654,-118.04743840210082,0.0
40,20041113.0,No Cause,No Fire,49.85837537189688,-126.56945291111003,0.0
41,20180527.0,No Cause,No Fire,52.881182016907,-121.41203451643786,0.0
42,20011014.0,No Cause,No Fire,57.19256567326603,-117.91816179926734,0.0
43,19780117.0,No Cause,No Fire,55.06617770196034,-115.40934706009082,0.0
44,19920209.0,No Cause,No Fire,54.9030105289724,-119.80495555594418,0.0
45,19711207.0,No Cause,No Fire,56.10130257194732,-123.86622994522152,0.0
46,20150802.0,No Cause,No Fire,59.570725589357025,-115.7836924527105,0.0
47,19880901.0,No Cause,No Fire,52.03100847768176,-124.32831458385178,0.0
48,20131216.0,No Cause,No Fire,50.35064242650765,-127.79461542539376,0.0
49,19820223.0,No Cause,No Fire,51.53206705558849,-122.10214719432403,0.0
50,20180101.0,No Cause,No Fire,57.57574061350099,-120.537203581415,0.0
51,19940615.0,No Cause,No Fire,49.11288374094567,-115.12116015628246,0.0
52,20191004.0,No Cause,No Fire,54.15307704388418,-127.48100603804157,0.0
53,19800122.0,No Cause,No Fire,59.97680711869729,-123.61849836190207,0.0
54,20190407.0,No Cause,No Fire,49.086357438094694,-125.94327878952697,0.0
55,19951210.0,No Cause,No Fire,50.41466781453454,-128.7892077471454,0.0
56,19950429.0,No Cause,No Fire,56.70420066707008,-128.73730081267271,0.0
57,19860112.0,No Cause,No Fire,59.791501896986986,-116.54826168403066,0.0
58,20070202.0,No Cause,No Fire,56.719790925107375,-117.94307911222029,0.0
59,20181130.0,No Cause,No Fire,48.54202529544886,-120.76119233279927,0.0
60,20130805.0,No Cause,No Fire,52.88485396512156,-117.20462815865444,0.0
61,19830328.0,No Cause,No Fire,53.351766697144186,-118.37623870924804,0.0
62,19990222.0,No Cause,No Fire,48.70097167127937,-116.79113645711614,0.0
63,19880725.0,No Cause,No Fire,51.879111546651664,-119.46246153570362,0.0
64,19740707.0,No Cause,No Fire,48.85274494387686,-117.57415940832396,0.0
65,19850223.0,No Cause,No Fire,50.37102627967987,-124.74459094389309,0.0
66,20080623.0,No Cause,No Fire,50.54013919960096,-121.59282471470843,0.0
67,19990401.0,No Cause,No Fire,50.26404794962257,-128.66597690383787,0.0
68,19900707.0,No Cause,No Fire,58.448510080117984,-126.56132881447779,0.0
69,19801124.0,No Cause,No Fire,55.562654179290746,-123.68924039577252,0.0
70,19990415.0,No Cause,No Fire,48.43389538589595,-122.12704937588364,0.0
71,20010704.0,No Cause,No Fire,53.82272643700648,-118.25829993141554,0.0
72,20030811.0,No Cause,No Fire,51.63901224300942,-128.9983270342176,0.0
73,19740221.0,No Cause,No Fire,52.99046145134005,-125.76230244140604,0.0
74,19790127.0,No Cause,No Fire,59.45158099334043,-122.51669209556073,0.0
75,19900319.0,No Cause,No Fire,57.917505671132915,-123.39906061294639,0.0
76,19810118.0,No Cause,No Fire,53.520673442869594,-120.37307619977939,0.0
77,20190210.0,No Cause,No Fire,50.75397632631177,-118.48333562706789,0.0
78,19840513.0,No Cause,No Fire,49.804819526159214,-121.83449428303251,0.0
79,19990523.0,No Cause,No Fire,54.871442495208434,-129.95665716377482,0.0
80,20030201.0,No Cause,No Fire,48.30336046656367,-118.60252890955533,0.0
81,19940927.0,No Cause,No Fire,59.892400802532876,-125.66855784743815,0.0
82,19980314.0,No Cause,No Fire,58.05006119314671,-128.0716069112526,0.0
83,19860627.0,No Cause,No Fire,49.025633309807084,-119.10328540789273,0.0
84,20140711.0,No Cause,No Fire,59.54846217986398,-120.60827994931917,0.0
85,19950329.0,No Cause,No Fire,56.857750103587605,-121.8732759912956,0.0
86,19910718.0,No Cause,No Fire,53.74337139271144,-129.7710223193082,0.0
87,20030430.0,No Cause,No Fire,53.2194168079388,-121.75394507229717,0.0
88,20080402.0,No Cause,No Fire,51.3670640123965,-122.27052036467406,0.0
89,20140925.0,No Cause,No Fire,50.78109020009894,-126.85471539261279,0.0
90,19770319.0,No Cause,No Fire,52.93454672923807,-123.37575238327379,0.0
91,19890623.0,No Cause,No Fire,50.111132794088675,-120.57800313283535,0.0
92,19851011.0,No Cause,No Fire,54.03745071898652,-123.16350815761434,0.0
93,20050517.0,No Cause,No Fire,54.07459333955996,-128.38992189701034,0.0
94,20020728.0,No Cause,No Fire,59.69283281851036,-117.28120120874087,0.0
95,19890218.0,No Cause,No Fire,50.14913316176305,-115.17408694816507,0.0
96,20041207.0,No Cause,No Fire,48.933953662947054,-115.66631362985291,0.0
97,20110704.0,No Cause,No Fire,56.09534207087344,-122.81342578059372,0.0
98,20120106.0,No Cause,No Fire,59.31223809177359,-119.79192580535374,0.0
99,19890324.0,No Cause,No Fire,58.23923163120045,-116.18452636428866,0.0
100,19970111.0,No Cause,No Fire,50.33984960231596,-125.51648330713445,0.0
101,20020923.0,No Cause,No Fire,48.945770910292815,-120.69751084169428,0.0
102,19770621.0,No Cause,No Fire,51.38605587545379,-116.80720974495443,0.0
103,19860211.0,No Cause,No Fire,55.56266075636713,-129.67624312298935,0.0
104,19950417.0,No Cause,No Fire,52.090667127949814,-128.3144103336515,0.0
105,19870803.0,No Cause,No Fire,55.642923990408086,-126.04625885784242,0.0
106,19750510.0,No Cause,No Fire,56.75249347599038,-117.52817044857294,0.0
107,20170906.0,No Cause,No Fire,53.990426351576495,-125.19876129696654,0.0
108,19850503.0,No Cause,No Fire,56.325956824405736,-125.42042257449775,0.0
109,19721016.0,No Cause,No Fire,58.10171441962746,-122.20508982717567,0.0
110,19930723.0,No Cause,No Fire,48.2809150923858,-122.1133905995164,0.0
111,20010314.0,No Cause,No Fire,53.735883706073885,-128.68694533932882,0.0
112,19950227.0,No Cause,No Fire,59.310693155214764,-129.22673167565657,0.0
113,19901008.0,No Cause,No Fire,55.945685909880865,-127.87900844539459,0.0
114,19931128.0,No Cause,No Fire,50.655164751746625,-125.41199676484555,0.0
115,19870511.0,No Cause,No Fire,57.33094177743517,-121.63409861958382,0.0
116,20101223.0,No Cause,No Fire,59.24729040310818,-120.44392168427616,0.0
117,19861124.0,No Cause,No Fire,50.661416579412915,-128.1768660545711,0.0
118,20200614.0,No Cause,No Fire,55.367853127434515,-121.39705151209499,0.0
119,19790823.0,No Cause,No Fire,50.70741873074272,-128.99065809502463,0.0
120,19860804.0,No Cause,No Fire,58.319820257296506,-126.43221190083932,0.0
121,19970315.0,No Cause,No Fire,57.260609622663594,-127.37349468672585,0.0
122,19980222.0,No Cause,No Fire,49.86612598305456,-123.08135716303002,0.0
123,20061030.0,No Cause,No Fire,57.59032296520907,-126.73121625428858,0.0
124,19741123.0,No Cause,No Fire,59.614606827050345,-115.91655276431166,0.0
125,19831202.0,No Cause,No Fire,56.63580080929037,-121.28332067550778,0.0
126,20180908.0,No Cause,No Fire,56.46429902531918,-118.41459713064054,0.0
127,20040530.0,No Cause,No Fire,58.28646961330246,-127.94192187242179,0.0
128,19920613.0,No Cause,No Fire,57.41206053234556,-120.7455976569312,0.0
129,20120615.0,No Cause,No Fire,50.52209680704379,-118.38564303083982,0.0
130,20140529.0,No Cause,No Fire,51.66178714139229,-121.89160002116952,0.0
131,20090121.0,No Cause,No Fire,59.21858719760596,-129.69420105116174,0.0
132,20010822.0,No Cause,No Fire,52.9984078758814,-117.13094790201019,0.0
133,19991129.0,No Cause,No Fire,50.42147744741368,-116.60331621514165,0.0
134,19880524.0,No Cause,No Fire,50.65239224622608,-125.5706486990845,0.0
135,19710429.0,No Cause,No Fire,54.27175572465204,-118.9748209617913,0.0
136,19870812.0,No Cause,No Fire,54.820912502609275,-125.3899991496926,0.0
137,19800828.0,No Cause,No Fire,50.17274193162758,-116.50116926852594,0.0
138,19770905.0,No Cause,No Fire,58.98659577836476,-117.28714088975714,0.0
139,19841114.0,No Cause,No Fire,55.402229861456405,-128.1543115888708,0.0
140,20150811.0,No Cause,No Fire,58.60420232690903,-120.76472887179018,0.0
141,19730629.0,No Cause,No Fire,50.78351650785299,-119.96686493376619,0.0
142,19770329.0,No Cause,No Fire,50.2050846273362,-120.49941906418094,0.0
143,20071130.0,No Cause,No Fire,59.256215494039786,-122.7570138809608,0.0
144,20060923.0,No Cause,No Fire,58.64535424008254,-124.1154725658915,0.0
145,20050203.0,No Cause,No Fire,49.918819741952206,-128.8946013265539,0.0
146,19930818.0,No Cause,No Fire,51.05815278396815,-120.70672633999443,0.0
147,19850411.0,No Cause,No Fire,49.55333664505479,-124.59065183327486,0.0
148,20080106.0,No Cause,No Fire,58.424768535353294,-127.56672197382913,0.0
149,19960802.0,No Cause,No Fire,51.6672313814196,-120.30631659561004,0.0
150,19881113.0,No Cause,No Fire,55.28376274230793,-128.94080828257933,0.0
151,19891105.0,No Cause,No Fire,57.969502176168106,-119.02541055186198,0.0
152,19720226.0,No Cause,No Fire,51.41216380010636,-124.4785125658531,0.0
153,20090420.0,No Cause,No Fire,52.169398262151184,-116.73155311521019,0.0
154,19900423.0,No Cause,No Fire,52.837279011097486,-127.5495564960571,0.0
155,20130210.0,No Cause,No Fire,50.71666721718802,-126.54744925360045,0.0
156,19731019.0,No Cause,No Fire,58.534000983630705,-116.36726223113065,0.0
