,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA
1522,19971017.0,No Cause,No Fire,50.31106470634258,-120.56180002670891,0.0
1523,19791217.0,No Cause,No Fire,54.71688399467064,-122.72159972039589,0.0
1524,20090128.0,No Cause,No Fire,53.360434099320514,-122.76609994607051,0.0
1525,19830110.0,No Cause,No Fire,59.67315257355023,-120.62140136856063,0.0
1526,20190128.0,No Cause,No Fire,52.252984061923016,-115.92807072704294,0.0
1527,19870215.0,No Cause,No Fire,49.65944766717148,-127.73242158960136,0.0
1528,19851003.0,No Cause,No Fire,48.191241000604705,-125.9037102897744,0.0
1529,19811014.0,No Cause,No Fire,48.771669017026746,-122.97421442244419,0.0
1530,20161012.0,No Cause,No Fire,51.94252918146839,-129.24192108008538,0.0
1531,19730730.0,No Cause,No Fire,53.28545659958519,-118.40865217995102,0.0
1532,20130920.0,No Cause,No Fire,52.32570169056921,-121.64884466911249,0.0
1533,20140122.0,No Cause,No Fire,55.03062637361604,-115.80057838501392,0.0
1534,19890920.0,No Cause,No Fire,50.21956443597087,-125.08566976814984,0.0
1535,19950202.0,No Cause,No Fire,53.013089815150344,-127.37273881275355,0.0
1536,19790513.0,No Cause,No Fire,49.9306917017405,-120.8549154751143,0.0
1537,20070823.0,No Cause,No Fire,53.010554833988564,-120.33991052530855,0.0
1538,19821030.0,No Cause,No Fire,51.69897088603179,-125.63560010030756,0.0
1539,20040621.0,No Cause,No Fire,48.985900385022525,-125.78624617942282,0.0
1540,20080210.0,No Cause,No Fire,55.84056832240336,-115.08502128290002,0.0
1541,19830514.0,No Cause,No Fire,59.03478740303855,-127.73173607917298,0.0
1542,19920510.0,No Cause,No Fire,48.3356977933813,-124.95074971334107,0.0
1543,20120118.0,No Cause,No Fire,53.229710774611966,-128.48193352285253,0.0
1544,20200615.0,No Cause,No Fire,48.67621651136533,-129.0110881883163,0.0
1545,19960423.0,No Cause,No Fire,51.861671441503624,-124.90521524927034,0.0
1546,20111213.0,No Cause,No Fire,55.2510012536917,-128.94395154824153,0.0
1547,19850628.0,No Cause,No Fire,56.519156094718355,-115.93014014027156,0.0
1548,19740902.0,No Cause,No Fire,56.59668527875007,-117.81063541138703,0.0
1549,19831206.0,No Cause,No Fire,59.32794694105846,-126.10334062538588,0.0
1550,19710206.0,No Cause,No Fire,50.37870064654919,-115.00926098949054,0.0
1551,19830726.0,No Cause,No Fire,53.035956432936736,-118.02860699394913,0.0
1552,20110301.0,No Cause,No Fire,54.792647032804226,-120.98100373055274,0.0
1553,19750801.0,No Cause,No Fire,55.80086895630159,-122.05713798744063,0.0
1554,20000531.0,No Cause,No Fire,58.038311661339044,-121.46248359311456,0.0
1555,19800413.0,No Cause,No Fire,49.60087465165984,-120.6016741953608,0.0
1556,19960523.0,No Cause,No Fire,56.31854123758944,-123.79422332747252,0.0
1557,19950305.0,No Cause,No Fire,50.22060587668021,-124.57475827094844,0.0
1558,19850501.0,No Cause,No Fire,54.86181316077787,-120.61097924431908,0.0
1559,20150923.0,No Cause,No Fire,49.94273410816609,-128.57842355033952,0.0
1560,20190602.0,No Cause,No Fire,53.30730301398299,-127.85410571109576,0.0
1561,19720203.0,No Cause,No Fire,52.16857761615154,-126.60013347636539,0.0
1562,19960923.0,No Cause,No Fire,55.92631699808778,-125.90041353816012,0.0
1563,20050220.0,No Cause,No Fire,54.040518517999864,-125.7677127938798,0.0
1564,19900411.0,No Cause,No Fire,48.659518772881555,-121.70412531519993,0.0
1565,19761106.0,No Cause,No Fire,51.01144978571012,-127.23448847155599,0.0
1566,19730302.0,No Cause,No Fire,48.257529304926834,-117.5078381035469,0.0
1567,19871109.0,No Cause,No Fire,48.187134529652496,-125.79985889024691,0.0
1568,19810503.0,No Cause,No Fire,50.01232433085011,-119.92513943776459,0.0
1569,19880208.0,No Cause,No Fire,56.77314305314599,-116.03854195358541,0.0
1570,19750104.0,No Cause,No Fire,49.718781815047265,-123.0138623835068,0.0
1571,20100306.0,No Cause,No Fire,49.184405970323084,-117.51261777945383,0.0
1572,19770330.0,No Cause,No Fire,58.196869273787826,-122.41510482251006,0.0
1573,20080314.0,No Cause,No Fire,58.555691217327194,-123.57696536736898,0.0
1574,19711209.0,No Cause,No Fire,48.35014816206998,-126.4094381244286,0.0
1575,19910703.0,No Cause,No Fire,53.35981530585771,-125.30713450138927,0.0
1576,19851114.0,No Cause,No Fire,51.26463006618044,-118.71292725759807,0.0
1577,20010726.0,No Cause,No Fire,57.33324308935468,-121.6125516241445,0.0
1578,19851221.0,No Cause,No Fire,50.304428404945,-129.87575689197382,0.0
1579,20030521.0,No Cause,No Fire,55.37229858659734,-125.18717161779303,0.0
1580,19880518.0,No Cause,No Fire,57.34407735885069,-127.39895701741546,0.0
1581,20060415.0,No Cause,No Fire,48.96196491363695,-122.67309773332944,0.0
1582,19720801.0,No Cause,No Fire,51.52653202483134,-123.06137027358646,0.0
1583,20150325.0,No Cause,No Fire,55.695198271217606,-129.14279700770305,0.0
1584,20180724.0,No Cause,No Fire,56.45253438609736,-124.34607843700593,0.0
1585,19801211.0,No Cause,No Fire,51.945505527866544,-128.56939225078327,0.0
1586,19851016.0,No Cause,No Fire,54.248375292727424,-120.30345156181859,0.0
1587,20110528.0,No Cause,No Fire,54.98460559884552,-122.40393703160396,0.0
1588,20201220.0,No Cause,No Fire,58.881105317684195,-122.47448508096254,0.0
1589,19980725.0,No Cause,No Fire,59.06429846133087,-117.29420418809866,0.0
1590,19750808.0,No Cause,No Fire,50.49834242957305,-128.59005667893368,0.0
1591,20080121.0,No Cause,No Fire,51.96728986406203,-125.697365619457,0.0
1592,19710604.0,No Cause,No Fire,52.0194313149113,-121.24079965866247,0.0
1593,19800110.0,No Cause,No Fire,51.60033904008973,-116.70327580295202,0.0
1594,20100108.0,No Cause,No Fire,56.23877352572892,-118.27097643385794,0.0
1595,20061116.0,No Cause,No Fire,57.22595120791786,-119.96779398339106,0.0
1596,19810522.0,No Cause,No Fire,48.09996154215583,-127.45331678117145,0.0
1597,20130428.0,No Cause,No Fire,56.55464012652255,-117.5135489379474,0.0
1598,19770314.0,No Cause,No Fire,48.556365244002954,-118.08674888777534,0.0
1599,20150505.0,No Cause,No Fire,56.69963696674617,-125.15105308438399,0.0
1600,19841121.0,No Cause,No Fire,55.433560253419266,-126.62647429811602,0.0
1601,20020521.0,No Cause,No Fire,56.34291834109621,-116.7763215302541,0.0
1602,20140823.0,No Cause,No Fire,55.6837393575041,-125.66028149311914,0.0
1603,20130203.0,No Cause,No Fire,54.46279551713691,-127.40364089228122,0.0
1604,20041228.0,No Cause,No Fire,57.00424822107723,-117.00791211588923,0.0
1605,20030419.0,No Cause,No Fire,48.1501283536413,-125.84272413375915,0.0
1606,19810809.0,No Cause,No Fire,48.74364976105578,-117.63211552541952,0.0
1607,20090321.0,No Cause,No Fire,55.36205155818832,-116.28362833739915,0.0
1608,19750628.0,No Cause,No Fire,59.07587999899455,-120.53015822220291,0.0
1609,19701029.0,No Cause,No Fire,51.362565590398546,-126.63957337886222,0.0
1610,19961203.0,No Cause,No Fire,59.17955372322079,-127.88951155395283,0.0
1611,19890929.0,No Cause,No Fire,52.25015514386372,-116.92992807056147,0.0
1612,20100404.0,No Cause,No Fire,48.299420604809846,-127.92122936629526,0.0
1613,20050111.0,No Cause,No Fire,58.406774005760184,-119.61069444086581,0.0
1614,20020503.0,No Cause,No Fire,59.09650959182841,-122.02038013173757,0.0
1615,20110712.0,No Cause,No Fire,48.81051925417229,-120.93062365376099,0.0
1616,19700811.0,No Cause,No Fire,51.47374593596932,-124.46300935879638,0.0
1617,20121108.0,No Cause,No Fire,55.901894223170565,-127.27105608901051,0.0
1618,20031126.0,No Cause,No Fire,57.19973738506492,-115.34761670500869,0.0
1619,20130515.0,No Cause,No Fire,53.148231424134664,-127.4570149404447,0.0
1620,19900709.0,No Cause,No Fire,48.075665553168136,-129.58514737167653,0.0
1621,20140604.0,No Cause,No Fire,48.0333394562014,-127.98485145292932,0.0
1622,19901018.0,No Cause,No Fire,58.464140552652374,-120.37142576595042,0.0
1623,19961109.0,No Cause,No Fire,50.15239836628887,-127.48272029163725,0.0
1624,20080910.0,No Cause,No Fire,53.524676619604456,-117.8451311998021,0.0
1625,20200805.0,No Cause,No Fire,48.09238714777302,-128.6693372783993,0.0
1626,20060923.0,No Cause,No Fire,48.7373826133494,-117.9624564497281,0.0
1627,19921021.0,No Cause,No Fire,51.023725164992356,-120.83752101785885,0.0
1628,19720506.0,No Cause,No Fire,54.856391759689906,-128.9867704028915,0.0
1629,20180913.0,No Cause,No Fire,55.60782585444366,-124.8986084201132,0.0
1630,19810924.0,No Cause,No Fire,51.79890617403056,-121.98524282124993,0.0
1631,19740507.0,No Cause,No Fire,49.47076424129573,-123.19151686045714,0.0
1632,19791005.0,No Cause,No Fire,56.47580678774157,-115.4918556355255,0.0
1633,20020606.0,No Cause,No Fire,48.558634665115754,-128.37991902745804,0.0
1634,19721225.0,No Cause,No Fire,57.642833872333,-123.20836899205034,0.0
1635,20010806.0,No Cause,No Fire,52.26393922622997,-123.68613406980235,0.0
1636,19750616.0,No Cause,No Fire,48.854327318179614,-129.01284638127663,0.0
1637,20170906.0,No Cause,No Fire,58.68870195946215,-123.23713595358824,0.0
1638,19771130.0,No Cause,No Fire,56.194695993355026,-116.32488557654037,0.0
1639,19841211.0,No Cause,No Fire,50.41930329275481,-115.56412756019336,0.0
1640,20200624.0,No Cause,No Fire,54.96104935250591,-116.23861161762784,0.0
1641,20150303.0,No Cause,No Fire,55.0332574078441,-120.9826536882114,0.0
1642,20110309.0,No Cause,No Fire,56.48409355831251,-119.41184545832633,0.0
1643,19861107.0,No Cause,No Fire,51.84873358445536,-129.1215289262147,0.0
1644,19781011.0,No Cause,No Fire,48.53949640212763,-117.61326759988415,0.0
1645,19701004.0,No Cause,No Fire,50.05969105714774,-122.22646376945809,0.0
1646,20110322.0,No Cause,No Fire,55.19083454523127,-127.54845491712621,0.0
1647,20040810.0,No Cause,No Fire,52.365640991651176,-127.47843929324299,0.0
1648,19971003.0,No Cause,No Fire,53.65621271224371,-115.73079504776179,0.0
1649,20021016.0,No Cause,No Fire,56.1820697540285,-121.12271743662747,0.0
1650,20201117.0,No Cause,No Fire,48.998666565379004,-125.86263512419136,0.0
1651,20110328.0,No Cause,No Fire,52.697718470964695,-119.50933235076788,0.0
1652,19751225.0,No Cause,No Fire,49.946209125494605,-124.00022405403547,0.0
1653,19910825.0,No Cause,No Fire,50.34127526716725,-116.01638791497263,0.0
1654,19870703.0,No Cause,No Fire,59.00199658164408,-121.11816550046267,0.0
1655,20090302.0,No Cause,No Fire,57.73864882135306,-121.032315232686,0.0
1656,19890707.0,No Cause,No Fire,50.41258711987157,-121.27737511335815,0.0
1657,19780228.0,No Cause,No Fire,59.19656690980193,-129.66761954472318,0.0
1658,19760511.0,No Cause,No Fire,56.66462307467181,-123.58909589188256,0.0
1659,19760612.0,No Cause,No Fire,55.97062182159275,-129.1649207312491,0.0
1660,19870105.0,No Cause,No Fire,53.22600834328369,-116.82426122645468,0.0
1661,19910306.0,No Cause,No Fire,58.67991281125049,-116.02100363351099,0.0
1662,20180531.0,No Cause,No Fire,48.22466587513425,-120.67894255090528,0.0
1663,19751013.0,No Cause,No Fire,48.77141092533185,-124.91898668370357,0.0
1664,19910810.0,No Cause,No Fire,51.68945792304461,-124.29423854316613,0.0
1665,19940908.0,No Cause,No Fire,51.20107142569469,-122.68788259338416,0.0
1666,19880801.0,No Cause,No Fire,49.64316985383902,-117.10134987873587,0.0
1667,19920213.0,No Cause,No Fire,55.37098908821825,-119.00534282012178,0.0
1668,19760409.0,No Cause,No Fire,48.74054618045102,-125.17918172218957,0.0
1669,19991124.0,No Cause,No Fire,52.55871933135922,-119.2690755948337,0.0
1670,20030809.0,No Cause,No Fire,52.28083282147416,-118.64333599545003,0.0
1671,19830606.0,No Cause,No Fire,55.54692768071828,-125.90553459842867,0.0
1672,19710115.0,No Cause,No Fire,54.879016244818395,-129.90076576885403,0.0
1673,20111109.0,No Cause,No Fire,57.27666105072878,-128.79507366743934,0.0
1674,19810802.0,No Cause,No Fire,59.699492610421856,-123.35954551300166,0.0
1675,20161230.0,No Cause,No Fire,52.114617987544825,-118.52347725756482,0.0
1676,19840629.0,No Cause,No Fire,49.510091014261995,-128.71362235591525,0.0
1677,19960405.0,No Cause,No Fire,48.021417148310995,-119.14462042615054,0.0
1678,20190502.0,No Cause,No Fire,51.82145040658378,-122.94491768690182,0.0
1679,19930326.0,No Cause,No Fire,49.138782208512396,-129.36090442782438,0.0
1680,20170724.0,No Cause,No Fire,59.06922864142516,-118.06827847966413,0.0
1681,19750420.0,No Cause,No Fire,58.70792341164602,-120.78795189100964,0.0
1682,20061124.0,No Cause,No Fire,52.67740026759329,-123.76747246484494,0.0
1683,20010712.0,No Cause,No Fire,50.764648653832595,-117.15805004570005,0.0
1684,19831208.0,No Cause,No Fire,55.68783237553327,-121.5879755801939,0.0
1685,19901029.0,No Cause,No Fire,48.771616683380806,-127.45264575707904,0.0
1686,20100622.0,No Cause,No Fire,55.689297041003215,-121.59430656629631,0.0
1687,19811019.0,No Cause,No Fire,55.03916385160796,-129.89205052147398,0.0
1688,20191221.0,No Cause,No Fire,53.77724428821115,-117.48412778036187,0.0
1689,20021026.0,No Cause,No Fire,49.819623774942315,-122.23288156913205,0.0
1690,20170808.0,No Cause,No Fire,58.95925346496695,-119.83697137950472,0.0
1691,19760325.0,No Cause,No Fire,59.637535749699374,-125.03536358221987,0.0
1692,19740709.0,No Cause,No Fire,57.00915531798048,-128.98207329739233,0.0
1693,20100312.0,No Cause,No Fire,50.16099127533551,-127.50953064780379,0.0
1694,20120107.0,No Cause,No Fire,54.496541895533255,-123.06223615116645,0.0
1695,20050829.0,No Cause,No Fire,58.213729644741186,-128.59277326140653,0.0
1696,19740611.0,No Cause,No Fire,57.91492081329955,-117.5648730083452,0.0
1697,20140902.0,No Cause,No Fire,52.91412450894794,-125.50226292803296,0.0
1698,19900702.0,No Cause,No Fire,51.81824355403921,-124.31332739459874,0.0
1699,20150713.0,No Cause,No Fire,48.66823541032094,-119.24224080563256,0.0
1700,19710726.0,No Cause,No Fire,48.045321346852354,-115.66237781900207,0.0
1701,19750818.0,No Cause,No Fire,57.00335124052005,-120.26450179572743,0.0
1702,19890621.0,No Cause,No Fire,57.01750654863483,-122.93375973497348,0.0
1703,19770519.0,No Cause,No Fire,55.665111252619766,-129.3156819057008,0.0
1704,20041104.0,No Cause,No Fire,48.59614935697797,-125.75144994626966,0.0
1705,20160823.0,No Cause,No Fire,58.55078255689064,-129.16721599726537,0.0
1706,19980201.0,No Cause,No Fire,49.37183129840232,-124.580781840042,0.0
1707,19851113.0,No Cause,No Fire,51.2279143887833,-116.92881574815596,0.0
1708,20190216.0,No Cause,No Fire,56.574425084980874,-118.75994102134446,0.0
1709,19960330.0,No Cause,No Fire,50.18359676170489,-115.78292948442957,0.0
1710,19770124.0,No Cause,No Fire,50.44807201283276,-120.81822451807369,0.0
1711,19780417.0,No Cause,No Fire,58.80056713245099,-117.48083013240871,0.0
1712,19910627.0,No Cause,No Fire,54.97011823102278,-119.65464131535867,0.0
1713,19980105.0,No Cause,No Fire,57.41193464056305,-123.84701938372456,0.0
1714,19930302.0,No Cause,No Fire,57.59858155067177,-122.76756081070874,0.0
1715,20120328.0,No Cause,No Fire,57.41191289283746,-119.47952040247917,0.0
1716,19910817.0,No Cause,No Fire,57.38382620462586,-121.90771265946985,0.0
1717,19700328.0,No Cause,No Fire,51.479972341258204,-129.03481041373396,0.0
1718,19720920.0,No Cause,No Fire,53.08979868805532,-115.64387475236987,0.0
1719,20170814.0,No Cause,No Fire,51.848829072274384,-121.63043234422315,0.0
1720,19720225.0,No Cause,No Fire,53.99694582937708,-118.87491307966977,0.0
1721,20030907.0,No Cause,No Fire,49.059909215383115,-121.37198532248688,0.0
1722,19970206.0,No Cause,No Fire,49.11793309570377,-117.41892560247487,0.0
1723,20080913.0,No Cause,No Fire,48.39559488845684,-125.94086774503052,0.0
1724,19901117.0,No Cause,No Fire,55.57468425444949,-127.19903153673089,0.0
1725,20141230.0,No Cause,No Fire,55.882306532591066,-120.86800719008318,0.0
1726,19970204.0,No Cause,No Fire,58.79675330478007,-126.06061863720082,0.0
1727,20140807.0,No Cause,No Fire,57.56362597451448,-117.00550308016457,0.0
1728,19720623.0,No Cause,No Fire,57.028574574424965,-127.73305568019641,0.0
1729,19720507.0,No Cause,No Fire,55.626720485697334,-124.09146558654412,0.0
1730,19790429.0,No Cause,No Fire,56.45012375088497,-115.77470592501092,0.0
1731,20061221.0,No Cause,No Fire,49.656631417795175,-115.8796918941982,0.0
1732,19971029.0,No Cause,No Fire,54.32282388025754,-121.25340663796545,0.0
1733,19890720.0,No Cause,No Fire,48.136362046107266,-124.13269630673821,0.0
1734,19781010.0,No Cause,No Fire,52.80046076919618,-121.90167127137592,0.0
1735,19970830.0,No Cause,No Fire,53.34508365155969,-121.6829183852075,0.0
1736,20170322.0,No Cause,No Fire,59.59323133014542,-119.51593371049702,0.0
1737,19880117.0,No Cause,No Fire,52.801258637395065,-123.5365436018805,0.0
1738,19930727.0,No Cause,No Fire,56.771687046231385,-119.82029216493632,0.0
1739,20130919.0,No Cause,No Fire,48.27859924546631,-124.03439317457256,0.0
1740,19911028.0,No Cause,No Fire,53.276851991146316,-115.00433298570798,0.0
1741,20060429.0,No Cause,No Fire,53.70463040134847,-118.03770234748262,0.0
1742,19941214.0,No Cause,No Fire,52.039836037200196,-129.36778030525983,0.0
1743,19961012.0,No Cause,No Fire,58.27757273107757,-118.00095674560346,0.0
1744,19760407.0,No Cause,No Fire,53.58883694785867,-126.98496685350264,0.0
1745,20150607.0,No Cause,No Fire,48.50232547577266,-126.33000263893486,0.0
1746,19821215.0,No Cause,No Fire,49.89222878861292,-121.55942705714705,0.0
1747,20171222.0,No Cause,No Fire,54.711968774044564,-118.41045886597601,0.0
1748,20030315.0,No Cause,No Fire,57.15846269514114,-115.33302854183786,0.0
1749,20050205.0,No Cause,No Fire,51.46379080549305,-128.49715663078396,0.0
1750,19891211.0,No Cause,No Fire,59.04290748468121,-122.2606408882279,0.0
1751,19880628.0,No Cause,No Fire,49.467449400667654,-127.5521618344661,0.0
1752,19840910.0,No Cause,No Fire,53.291446737590036,-128.36381954916192,0.0
1753,19780519.0,No Cause,No Fire,59.59079762950664,-124.45128452235846,0.0
1754,20151125.0,No Cause,No Fire,57.91708696368163,-118.08179271683505,0.0
1755,19990111.0,No Cause,No Fire,56.321878743175695,-121.78529575095861,0.0
1756,19970830.0,No Cause,No Fire,53.7005158839636,-120.4396094795289,0.0
1757,20150627.0,No Cause,No Fire,56.007281830125265,-128.7524832776247,0.0
1758,20060311.0,No Cause,No Fire,58.96524180639082,-118.94098840543414,0.0
1759,19790226.0,No Cause,No Fire,49.979882731388365,-116.09969545632529,0.0
1760,19801106.0,No Cause,No Fire,53.160211483632544,-126.50288669147353,0.0
1761,19720513.0,No Cause,No Fire,51.83317399404268,-128.07150057957588,0.0
1762,19890105.0,No Cause,No Fire,58.72885631033783,-128.23243256787467,0.0
1763,19961031.0,No Cause,No Fire,50.42072993229668,-125.74740227231801,0.0
1764,19800521.0,No Cause,No Fire,57.48169635864789,-115.24964920648569,0.0
1765,19800328.0,No Cause,No Fire,58.71172744315748,-122.36196961641906,0.0
1766,20180222.0,No Cause,No Fire,51.75846448043804,-129.05941326094,0.0
1767,20050403.0,No Cause,No Fire,50.37948204452876,-129.12547749471253,0.0
1768,19780710.0,No Cause,No Fire,59.9747437955149,-129.96749935137706,0.0
1769,19820518.0,No Cause,No Fire,51.02212635666648,-121.17749814628507,0.0
1770,20121111.0,No Cause,No Fire,58.53591598056815,-119.0514181695501,0.0
1771,20100101.0,No Cause,No Fire,52.72251462310442,-127.08153398011693,0.0
1772,19820523.0,No Cause,No Fire,57.04418097025289,-122.12207669780992,0.0
1773,19940704.0,No Cause,No Fire,59.885439878621405,-122.16072964294729,0.0
