FIRE_NO,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA
G90305,20180520.1559,Lightning,Fire,58.4553,-123.5452,4781.2
N20378,20120819.2317,Lightning,Fire,50.39100000000001,-115.4862,35.0
N60485,20150720.0821,Lightning,Fire,49.2188,-118.2807,4.3
G30751,20060906.16,Lightning,Fire,53.3907,-120.7498,3.0
G90311,20120727.1938,Lightning,Fire,59.875400000000006,-124.7901,1827.1
V60371,20150802.14,Person,Fire,48.8252,-123.8486,9.7
G90201,20170529.2043,Lightning,Fire,59.2989,-123.1419,5.62
K60244,20100726.0001,Person,Fire,49.50830000000001,-120.7644,4.0
C12302,20180807.1925,Lightning,Fire,52.783,-122.8101,4636.0
G80129,20090612.1406,Lightning,Fire,57.56330000000001,-122.6067,5.7
G70016,20110505.12,Person,Fire,56.05540000000001,-121.8627,11.9
C50146,20150708.13,Person,Fire,52.21550000000001,-124.1348,8089.0
G80353,20060702.1334,Lightning,Fire,57.6212,-122.887,6552.0
G50530,20060705.16,Lightning,Fire,55.4883,-125.295,243.0
G50027,20030428.1618,Person,Duplicate,54.6524,-124.6638,30.0
N50884,20030906.08,Lightning,Fire,50.7075,-117.6295,400.0
C40086,20150526.1457,Lightning,Fire,51.2656,-121.0327,3.8
G90093,20090604.1313,Person,Nuisance Fire,58.64,-127.0062,15.0
G32216,20180730.1504,Lightning,Fire,52.99800000000001,-120.3771,2.0
N50395,20030806.1417,Lightning,Fire,50.47640000000001,-117.7534,1860.0
G80242,20150623.165,Lightning,Fire,57.66,-120.6883,2.5
VA1463,20090731.1928,Lightning,Fire,52.1358,-126.735,14.0
G60372,20150706.16,Lightning,Fire,56.3667,-123.8667,5340.0
K10381,20040713.1658,Lightning,Fire,52.4831,-119.9964,51.3
G90534,20180615.1905,Lightning,Fire,59.111999999999995,-122.3454,69.7
K20188,20120712.1704,Lightning,Fire,51.3898,-120.4463,3.5
G30387,20130810.15,Lightning,Fire,52.9526,-120.0596,131.0
C50039,20030510.12,Person,Fire,51.9387,-123.1537,3.8
N50506,20120822.0031,Lightning,Fire,50.2738,-118.1891,33.1
G13142,20181022.1052,Person,Nuisance Fire,53.8214,-123.3141,100.0
K10150,20150621.16,Person,Fire,51.4977,-119.4235,3.4
K70347,20020824.16,Lightning,Fire,50.683,-122.6289,2.25
G80064,20170429.15,Person,Fire,56.2145,-121.4275,3.2
K20060,20100517.1315,Person,Fire,50.6897,-121.2442,2.5
G90245,20150623.1708,Lightning,Fire,59.628400000000006,-121.4204,4175.6
R40005,20150409.14,Person,Fire,55.2435,-128.0498,2.6
G80007,20050420.213,Person,Duplicate,56.1873,-121.5488,50.0
G80067,20020523.12,Person,Fire,56.49160000000001,-121.1667,3.0
G10113,20050528.1052,Lightning,Fire,53.6995,-121.8802,12.0
C50224,20130731.1554,Lightning,Fire,52.7293,-125.1,1200.0
G90070,20110714.1331,Lightning,Fire,59.368,-123.051,2.0
G80213,20150607.09,Person,Fire,56.8815,-121.5127,7.8
R40017,20140506.11,Person,Fire,55.5684,-127.8998,2.0
K70284,20130728.0225,Person,Fire,50.47170000000001,-121.2996,2.5
G90129,20050529.18,Lightning,Fire,58.1022,-122.2523,75.0
N10033,20050503.1238,Person,Nuisance Fire,49.58770000000001,-115.5832,10.0
N20179,20000721.14,Person,Fire,50.148999999999994,-115.2983,2.0
C50024,20150429.1815,Person,Fire,52.1396,-124.0619,2.2
K50063,20010513.1332,Lightning,Fire,49.5153,-119.2151,2.5
G60300,20090729.2312,Lightning,Fire,55.62600000000001,-124.6359,214.0
G60223,20000710.1726,Lightning,Fire,57.788,-126.0417,14.0
N20213,20130722.0137,Lightning,Fire,50.6503,-115.6074,7.5
N10735,20000810.17,Lightning,Fire,49.16840000000001,-116.0292,7.0
G42277,20180731.0039,Lightning,Fire,53.94280000000001,-124.3771,6.0
N72054,20180728.1444,Lightning,Fire,49.0,-116.0893,61.0
K72093,20090128.13,Person,Fire,50.2516,-121.5889,2.0
G90267,20160629.1501,Lightning,Fire,59.183,-120.2323,4.5
K50272,20140715.141,Person,Fire,49.4189,-119.8209,345.0
K60041,20020501.1,Person,Fire,50.09520000000001,-120.7552,4.0
R10615,20170608.1712,Lightning,Fire,53.95200000000001,-125.4269,2.3000000000000003
K70042,20140412.12,Person,Fire,50.7881,-121.9772,17.2
G80066,20160418.08,Person,Fire,56.11600000000001,-120.1685,170.0
N20594,20010916.15,Person,Fire,50.5081,-115.6788,3.5
N70378,20140804.1604,Lightning,Fire,50.1805,-116.6226,80.0
N52831,20180811.165,Lightning,Fire,50.4271,-117.7983,4.5
K51344,20180719.1956,Unknown,Fire,49.6861,-119.6479,58.4
K40972,20051120.1,Person,Fire,50.3207,-118.5832,80.0
R10134,20100729.0258,Lightning,Fire,53.3555,-126.6906,12.5
K70459,20150721.16,Person,Fire,50.37410000000001,-121.4007,11.2
N50438,20060724.0057,Lightning,Fire,50.0734,-117.3247,20.0
R30023,20010428.1215,Person,Fire,54.8128,-126.9658,5.0
G50503,20140826.042,Person,Fire,54.5099,-123.7048,2.0
R30115,20100728.17,Lightning,Fire,55.0003,-127.4071,6.0
C50465,20090731.183,Lightning,Fire,51.9226,-123.22,50.0
K70286,20000929.16,Person,Fire,50.2557,-121.5443,4.0
K70099,20040618.1645,Lightning,Fire,50.7392,-121.9383,1514.0
N40464,20030806.144,Lightning,Fire,51.86,-118.053,320.0
N20227,20140727.13,Lightning,Fire,50.17890000000001,-115.1536,728.0
C20048,20021130.12,Person,Fire,52.3917,-121.9958,3.9
G30324,20021022.15,Person,Fire,53.3167,-119.65,10.0
G80026,20120506.12,Person,Fire,56.5445,-120.3536,10.3
K60020,20110424.13,Person,Fire,50.1803,-121.0655,4.0
V30041,20190409.160044,Person,Fire,50.306,-122.7138,91.64
N20007,20090409.1445,Person,Fire,51.1242,-116.7336,3.4
C10097,20020502.11,Person,Fire,52.88670000000001,-122.6783,2.0
C40059,20060515.12,Person,Fire,51.7757,-120.9517,3.4
K42148,20180803.18,Lightning,Fire,50.7897,-118.3768,14.1
N20753,20000812.13,Person,Fire,49.875,-115.6817,97.0
V11730,20190907.133834,Person,Fire,49.3597,-122.0062,5.0
C50093,20090527.17,Person,Fire,52.12750000000001,-123.6844,90.0
V70042,20040428.133,Person,Fire,49.3596,-124.5898,5.5
R12315,20180801.16,Lightning,Fire,53.1507,-126.5614,87684.961
C20253,20100727.1841,Lightning,Fire,52.3423,-122.8977,154.0
G70005,20130423.12,Person,Fire,56.1155,-122.3261,23.5
C50238,20100727.1526,Lightning,Fire,52.0353,-123.6267,1589.5
C50039,20160420.1345,Person,Fire,52.4708,-125.3325,6.7
C50477,20090802.12,Lightning,Fire,51.91240000000001,-123.3812,15.0
G70127,20190427.070601,Person,Fire,55.8669,-120.4819,6.0
G80362,20140723.0011,Lightning,Fire,57.442,-120.3625,10.5
G80007,20060407.16,Person,Fire,56.2092,-120.8494,4.5
R40197,20100802.183,Lightning,Fire,55.5179,-127.7146,4.2
N40545,20090801.194,Lightning,Fire,50.8716,-118.2267,239.0
R90097,20040620.14,Lightning,Fire,59.590300000000006,-130.6413,8000.0
G50614,20180620.162519,Lightning,Fire,55.0737,-125.0086,1055.0
K60151,20040624.1613,Lightning,Fire,49.7188,-121.1308,5.0
G60490,20060703.21,Lightning,Fire,56.0292,-125.3588,3081.9
R10008,20060415.18,Person,Fire,53.9927,-125.7085,28.0
G90352,20090731.1837,Lightning,Fire,57.9941,-123.8779,9.4
K50076,20120519.18,Person,Fire,49.3755,-119.6845,3.0
G80149,20010708.12,Lightning,Fire,58.16670000000001,-120.95,8.0
G70326,20020106.06,Person,Fire,55.6448,-121.3778,11.4
G61746,20170815.105542,Unknown,Fire,56.97810000000001,-124.6506,6.0
K50766,20130819.17,Person,Fire,49.0735,-119.5782,14.9
R90881,20190704.094717,Lightning,Fire,59.4301,-134.3715,1197.0
G70073,20160421.124,Person,Fire,56.10310000000001,-121.9993,510.0
G70055,20030512.12,Person,Fire,55.9283,-120.626,29.2
K60002,20060401.16,Person,Fire,50.2196,-121.0856,5.0
C23047,20180910.163,Person,Fire,51.6416,-123.0708,2.0
C42411,20180731.213,Lightning,Fire,51.79940000000001,-120.8046,15.0
K41467,20170731.1512,Person,Fire,50.49930000000001,-119.8317,3.9
G10035,20030509.1322,Person,Duplicate,53.8774,-123.296,5.0
N40194,20030716.1908,Lightning,Fire,51.82830000000001,-117.6583,40.5
G90225,20120722.1613,Lightning,Fire,59.4144,-123.0603,5.0
G10376,20150625.18,Lightning,Fire,53.8487,-121.3944,54.0
K10662,20030806.1213,Lightning,Fire,51.7489,-119.3496,60.0
R30004,20000409.173,Person,Fire,54.54790000000001,-126.7851,2.5
G70113,20060504.16,Person,Fire,55.5367,-120.4617,270.2
V80588,20021102.143,Person,Fire,49.5503,-125.2688,25.0
G90232,20040624.1825,Lightning,Fire,59.9487,-127.062,32000.0
G70182,20060517.1,Person,Fire,55.6449,-120.1944,3.0
K20052,20110510.13,Unknown,Fire,50.70780000000001,-120.8796,2.1
C50021,20120503.1415,Person,Fire,52.1448,-123.928,8.9
N70594,20120909.1652,Lightning,Fire,49.8552,-117.0006,5.0
C50225,20150330.13,Person,Fire,52.1267,-124.0047,37.0
K70639,20150202.1135,Person,Fire,50.27,-121.6017,4.0
K10026,20100420.09,Person,Fire,51.8183,-120.17,110.6
G70387,20160815.16,Person,Fire,55.98690000000001,-120.3451,58.5
G70549,20100810.192,Lightning,Fire,55.29600000000001,-121.7445,3.1
G90154,20090615.1703,Lightning,Fire,59.107,-121.00399999999999,89.10000000000002
K20085,20060514.113,Person,Fire,50.8872,-121.4622,3.5
G70219,20100707.192,Lightning,Fire,55.6826,-122.5539,8.0
G50037,20040420.1,Person,Fire,54.4897,-124.6508,120.0
C40099,20010522.171,Person,Fire,50.9893,-121.8123,3.0
C50034,20020424.08,Person,Fire,52.40750000000001,-125.241,8.0
G90288,20180520.1745,Lightning,Fire,58.63200000000001,-123.5588,9.6
R10124,20130801.1453,Lightning,Fire,54.11210000000001,-125.8398,2.0
K40494,20060716.1332,Person,Fire,50.4545,-119.6178,2.0
V10484,20170701.1427,Person,Fire,49.57550000000001,-121.8113,202.0
K40256,20030728.1245,Person,Fire,50.1368,-119.4398,2.5
C50025,20160408.13,Person,Fire,52.2487,-123.7186,11.8
K62317,20180804.184,Lightning,Fire,49.7773,-121.1585,2432.0
K50261,20150703.1441,Person,Fire,49.8583,-119.2646,55.0
K60052,20140419.1028,Person,Fire,50.0538,-120.8502,2.2
K70058,20120510.113,Person,Fire,50.8902,-122.702,26.0
G91534,20170803.1343,Lightning,Fire,59.7201,-120.8656,4655.1
K60027,20020429.13,Person,Fire,50.0968,-120.7536,4.0
K20948,20120930.13,Person,Fire,50.6717,-120.9153,31.0
G60414,20090731.143,Lightning,Fire,56.4134,-125.0665,154.20000000000005
N50765,20060822.1704,Lightning,Fire,50.7672,-117.8858,206.0
N10040,20120522.08,Person,Fire,49.83470000000001,-115.61399999999999,4.0
G90195,20050530.2043,Lightning,Fire,59.19,-120.0417,550.0
C30273,20011018.12,Person,Fire,52.3167,-120.8333,2.0
N10034,20010126.12,Person,Fire,49.5568,-115.6977,2.0
R10064,20140702.1339,Lightning,Fire,53.8864,-125.7828,43.0
C50402,20090729.154,Lightning,Fire,52.1742,-125.8872,2288.0
G70134,20100611.13,Person,Fire,56.06500000000001,-121.2846,41.0
G90194,20050531.12,Lightning,Duplicate,59.1172,-120.0613,262.0
N40385,20130808.123,Lightning,Fire,51.14120000000001,-117.8003,6.8
G40353,20100728.22,Lightning,Fire,53.037,-124.969,13087.0
G10253,20011114.1,Person,Nuisance Fire,53.63820000000001,-122.4228,2.5
R10596,20180620.1324,Lightning,Fire,54.4345,-125.2157,4.0
C20548,20040816.0804,Lightning,Fire,51.6516,-122.9959,2.5
K52221,20171002.0123,Person,Fire,49.7577,-119.6953,6.0
C40028,20180423.123,Person,Fire,51.667,-121.2516,4.0
G80129,20190427.150049,Unknown,Fire,56.13220000000001,-120.042,3.77
R90123,20120810.16,Lightning,Fire,59.46700000000001,-129.0421,5.0
G40159,20020615.1655,Lightning,Fire,53.9466,-123.5849,8.0
G90380,20170623.1506,Lightning,Fire,59.3306,-123.2058,2.8000000000000003
N12247,20171006.153,Person,Fire,49.6143,-116.1779,6.3
G90273,20040627.1606,Lightning,Fire,58.6539,-127.6254,255.1
C50025,20020422.15,Person,Fire,52.3562,-125.1585,2.0
G90306,20040714.1347,Lightning,Fire,58.9249,-123.7146,2.0
N63034,20180907.2113,Lightning,Fire,49.01170000000001,-118.7579,2.5
R32009,20180801.003,Lightning,Fire,55.5305,-126.8278,884.0
G70363,20140803.173,Lightning,Fire,54.5244,-120.5305,7.2
K50271,20190513.111826,Unknown,Fire,49.0401,-119.6498,507.0
C20022,20010420.15,Person,Fire,52.33,-122.26,10.0
G40670,20180620.213031,Unknown,Fire,54.25899999999999,-124.78299999999999,121.5
G70021,20120503.14,Person,Fire,55.712300000000006,-121.4902,54.3
G70333,20060627.1912,Lightning,Fire,54.5978,-120.6282,1774.0
C31161,20170707.1438,Lightning,Fire,52.8067,-121.0575,1375.0
G90117,20010621.12,Lightning,Fire,58.43530000000001,-121.375,3.0
C31425,20170729.143,Person,Fire,52.1569,-121.6243,2.0
G60446,20030823.1627,Lightning,Fire,58.3533,-126.8408,120.0
K40300,20030801.223,Person,Fire,50.451,-119.4485,1620.0
R90275,20100921.133,Person,Fire,57.0626,-130.5124,4.0
K60087,20150523.11,Lightning,Fire,49.9421,-121.0947,2.7
G30206,20020621.12,Lightning,Fire,53.4617,-120.4333,62.0
K30465,20030807.1839,Lightning,Fire,51.4996,-118.8575,676.0
G90127,20130623.2009,Lightning,Fire,59.2713,-125.7366,2.1
K10379,20040724.2122,Lightning,Fire,52.6574,-119.9395,16.0
K50611,20140921.12,Person,Fire,49.8721,-119.2155,6.2
N41944,20180801.0204,Lightning,Fire,50.9446,-117.8265,195.0
G40380,20100727.1907,Lightning,Fire,53.033,-125.23200000000001,2.5
K60123,20180507.13,Person,Fire,50.07100000000001,-120.8033,3.9
K50391,20150719.19,Lightning,Fire,50.04600000000001,-119.5099,460.0
N20006,20120417.133,Person,Fire,50.3652,-115.8628,4.9
G90294,20120727.1654,Lightning,Fire,59.7879,-122.2404,14.7
C20060,20060515.16,Person,Fire,51.925,-122.3693,11.0
G80326,20120726.1158,Lightning,Fire,57.493,-121.1798,49.4
R90113,20120808.1705,Lightning,Fire,59.4419,-129.0875,3500.0
N10588,20120910.123,Lightning,Fire,49.6249,-116.6048,30.5
N10148,20030712.16,Person,Fire,49.2863,-115.6446,13.62
G10319,20130810.0001,Lightning,Fire,53.4805,-123.7477,3.6
R10150,20100727.212,Lightning,Fire,53.7807,-125.58,170.0
N50277,20160807.1402,Lightning,Fire,50.6375,-117.6263,20.2
G10024,20040411.2,Person,Fire,53.343999999999994,-122.5581,2.5
R90040,20050212.12,Person,Fire,59.4737,-133.62290000000002,8.0
K20730,20060728.143,Person,Fire,51.1608,-119.7662,100.0
C50647,20170707.1343,Lightning,Fire,51.943999999999996,-123.1686,239298.0
K60005,20010409.133,Person,Fire,50.28,-121.1342,3.0
N60006,20040321.08,Person,Fire,49.0698,-118.9299,5.0
N40076,20040623.1843,Lightning,Fire,51.1981,-118.1477,3.0
G10034,20050501.143,Person,Fire,54.158,-123.5191,25.0
G90208,20020620.2235,Lightning,Fire,58.4382,-121.2723,98.0
G10786,20061004.12,Person,Fire,53.536,-122.4242,3.5
G70082,20030521.15,Person,Fire,55.568999999999996,-121.3947,10.0
K42801,20180811.17,Lightning,Fire,51.29980000000001,-119.1331,4.0
R10194,20130802.1401,Lightning,Fire,53.1084,-126.3982,7.1000000000000005
N21086,20091102.19,Person,Fire,50.5578,-116.1003,8.700000000000001
G80448,20100731.18,Person,Fire,56.4342,-121.4797,4.6000000000000005
K20346,20140731.1202,Person,Fire,50.7715,-120.7008,2.8000000000000003
V10404,20050911.16,Person,Fire,49.1056,-122.9411,206.0
K50010,20110422.1705,Person,Fire,49.5059,-119.7482,2.0
N70258,20040725.1729,Lightning,Fire,50.08340000000001,-116.7954,2.0
K10530,20021017.163,Person,Fire,51.75850000000001,-120.4747,13.0
R90052,20100609.1824,Lightning,Fire,58.1764,-130.3111,1700.0
R20148,20040623.1758,Lightning,Fire,55.22920000000001,-126.175,19.7
G70072,20100507.12,Person,Fire,55.838,-121.7185,3.0
G61652,20180730.173,Lightning,Fire,55.848000000000006,-125.0735,2940.0
N10674,20121019.13,Person,Nuisance Fire,49.11530000000001,-115.1394,6.0
N60490,20040818.1515,Lightning,Fire,49.0238,-118.2377,2.5
R90918,20190710.100751,Lightning,Fire,57.04340000000001,-131.2401,102.0
N10047,20090518.1215,Person,Fire,49.65470000000001,-115.7658,27.2
V62312,20171024.1,Person,Fire,48.6488,-124.5299,22.0
N60475,20150720.0535,Lightning,Fire,49.1658,-118.5068,3.3000000000000003
K40139,20100711.145,Lightning,Fire,50.3905,-119.2263,5.0
C50453,20090802.103,Lightning,Fire,52.3714,-126.045,46.0
R90080,20060702.15,Lightning,Fire,58.7563,-129.8483,2.0
N70727,20131018.09,Person,Fire,50.192,-117.0688,13.8
C31274,20180717.212,Lightning,Fire,52.6054,-121.0517,20.6
G70067,20060427.143,Person,Fire,56.02520000000001,-122.0362,2.1
V10413,20150812.22,Lightning,Fire,49.26170000000001,-121.1858,3.9
G10678,20060825.133,Person,Fire,53.44,-123.2617,17.0
N50173,20170522.1021,Person,Fire,49.59690000000001,-117.5265,2.4
K70500,20120808.05,Lightning,Fire,50.4089,-121.6607,34.0
N50472,20150720.0551,Lightning,Fire,50.5004,-117.6964,2.0
G10140,20040608.12,Person,Fire,53.5186,-122.6508,5.0
G30726,20060904.2,Lightning,Fire,53.4547,-120.595,2.0
C50224,20150329.1615,Person,Fire,52.0234,-123.1788,4.0
C20013,20130420.1501,Person,Fire,52.1038,-121.9957,45.0
N51528,20180725.07,Lightning,Fire,49.7695,-117.75,183.0
K60061,20120512.13,Person,Fire,50.1528,-120.8703,4.3
N70445,20040817.153,Lightning,Fire,49.898999999999994,-116.83,6.0
V11183,20090729.16,Lightning,Fire,49.8616,-121.2016,435.0
N50255,20150630.21,Lightning,Fire,50.6539,-117.6872,145.0
G80115,20160430.153,Person,Fire,56.3186,-120.2422,25.0
K20280,20060703.12,Person,Fire,50.53250000000001,-120.5598,309.0
K60131,20100709.1157,Person,Fire,50.4166,-121.0747,30.1
K60044,20140414.163,Person,Nuisance Fire,50.1298,-120.2835,200.0
C20522,20040328.1915,Person,Fire,51.9514,-122.5007,2.8000000000000003
C20215,20100727.2051,Lightning,Fire,51.943999999999996,-121.9511,13.8
R22795,20180801.2039,Person,Fire,54.5347,-126.5895,8.0
V31346,20090730.183,Lightning,Fire,50.1073,-122.875,8.0
G90292,20160710.1438,Lightning,Fire,59.4782,-128.17350000000002,98.1
G31635,20180730.175,Lightning,Fire,52.8252,-119.1585,60.0
K10363,20040724.2035,Lightning,Fire,52.4131,-120.352,15.0
K51452,20060929.18,Person,Fire,49.15,-119.8495,30.0
C50111,20010526.11,Person,Fire,52.0,-123.15,5.0
K50277,20150704.12,Person,Fire,49.1529,-120.2044,147.0
N10043,20120413.13,Person,Fire,49.5232,-115.567,75.0
K70191,20040625.14,Lightning,Fire,50.681,-122.2683,15.0
C50017,20100415.1448,Person,Fire,52.1034,-123.2452,20.0
G80055,20120513.1601,Person,Fire,56.3747,-121.0846,7.0
N40671,20030810.173,Lightning,Fire,51.1645,-118.0168,185.0
N21945,20170810.1341,Lightning,Fire,50.5552,-115.3325,203.0
G70073,20120517.14,Person,Fire,55.8855,-120.4668,8.5
G51636,20180730.181446,Unknown,Fire,55.43680000000001,-125.3302,1600.0
K50615,20150814.1723,Lightning,Fire,49.1227,-119.6236,5202.0
K50796,20060801.133,Person,Fire,50.0747,-119.5019,2.8000000000000003
R40044,20170422.083,Person,Fire,55.4164,-127.6185,7.8
G10662,20190606.150447,Lightning,Fire,53.5127,-123.2772,6.8
G80064,19991031.12,Person,Fire,56.5867,-120.5117,5.0
G91472,20180725.184,Lightning,Fire,59.9949,-122.2565,2342.0
R20213,20121014.12,Person,Fire,54.3585,-126.4666,2.1
K20520,20110831.163,Person,Fire,50.651,-120.0252,6.2
G80093,20100510.1509,Person,Fire,56.8381,-121.2802,40.0
C10705,20180619.1908,Lightning,Fire,52.92440000000001,-121.6537,8.8
C52651,20180811.143,Lightning,Fire,52.1811,-123.5809,90.0
G10214,20140711.17,Unknown,Fire,53.7477,-122.4894,12.0
C10264,20100727.1853,Lightning,Fire,52.4783,-122.7707,124.5
G80337,20180520.1435,Lightning,Fire,57.4928,-122.842,1700.0
V82324,20171024.09,Person,Fire,50.28720000000001,-126.3578,20.0
G10062,20180428.1,Person,Fire,53.7704,-122.584,5.3500000000000005
G10077,20160419.1,Person,Fire,54.1171,-121.9415,14.0
G13085,20180928.15,Unknown,Fire,54.2419,-122.1174,112.4
G70042,20120512.1245,Person,Fire,55.5196,-120.3848,3.1
C10209,20100727.1935,Lightning,Fire,53.1803,-123.5963,2449.0
G80278,20050702.1733,Lightning,Fire,57.8834,-121.0829,2.0
V70205,20020721.08,Person,Fire,49.0687,-123.9455,6.0
K10668,20170701.0506,Lightning,Fire,51.37860000000001,-119.3991,10.0
G70005,20020429.1315,Person,Fire,55.63399999999999,-121.5825,90.0
V90018,20020506.165,Person,Fire,50.6869,-126.6417,2.0
V62309,20171020.14,Person,Fire,48.4205,-123.9527,40.4
C50035,20010429.1243,Person,Fire,51.983700000000006,-124.2962,8.0
C10003,20110408.15,Person,Nuisance Fire,52.5647,-122.4875,14.0
K60118,20150608.171,Person,Fire,50.0131,-120.8661,2.2
G60167,20150525.1537,Lightning,Fire,57.2655,-125.1075,37.5
G90378,20120816.12,Person,Fire,59.3226,-120.9407,4.6000000000000005
K61682,20190903.171154,Lightning,Fire,49.9144,-120.7049,4.4
C40057,20100525.111,Person,Fire,51.183400000000006,-120.865,13.7
V90485,20020804.1403,Lightning,Fire,50.7922,-125.6864,2.0
K20381,20110815.12,Person,Fire,51.163,-119.5199,7.0
C10079,20050529.1823,Lightning,Fire,53.3032,-123.7227,6.6000000000000005
G60269,20040629.171,Lightning,Fire,58.3705,-126.3462,94.4
N10229,20060712.144,Lightning,Fire,49.02090000000001,-114.454,130.0
K30494,20030806.111,Lightning,Fire,50.95670000000001,-118.5625,126.0
K60003,20050406.12,Person,Fire,50.0477,-120.8177,3.7
G80137,20040617.1825,Lightning,Fire,58.18,-121.3733,37.1
N50018,20050423.1637,Person,Nuisance Fire,49.3417,-117.5917,30.01
G40052,20030511.17,Person,Fire,54.0,-124.4833,45.0
G80280,20150626.142,Lightning,Fire,57.6972,-121.3622,20.0
K10408,20040725.123,Lightning,Fire,52.5122,-119.6137,15.0
G90118,20130615.1258,Lightning,Fire,59.3033,-125.2076,6.4
G90478,20030926.08,Person,Fire,57.59,-123.72,100.0
K60024,20060418.14,Person,Fire,50.28,-121.2,2.0
C50052,20020428.093,Person,Fire,52.483700000000006,-125.2512,3.5
C50011,20050418.12,Person,Fire,51.9221,-123.135,2.5
G80195,20100610.1107,Person,Fire,56.4234,-120.609,10.0
G90195,20150526.1532,Lightning,Fire,59.43190000000001,-121.1673,946.7
V50171,20090522.1615,Person,Fire,49.70030000000001,-124.4994,2.0
K70181,20170528.155,Person,Fire,50.5962,-121.7907,30.0
K30601,20150804.2028,Lightning,Fire,51.1274,-119.2729,3.0
N71445,20170710.1619,Lightning,Fire,49.9213,-116.6607,40.0
K60310,20160721.2245,Lightning,Fire,49.6053,-120.1802,11.7
K10384,20040724.2149,Lightning,Fire,52.4825,-119.75399999999999,102.6
V10514,20040814.17,Lightning,Fire,49.2678,-121.0981,2.3000000000000003
V60652,20030929.093,Person,Fire,48.5998,-123.5552,3.0
N40765,20090821.0115,Lightning,Fire,51.4025,-118.0765,2.0
G10154,20020615.1558,Lightning,Fire,53.851000000000006,-123.4063,10.0
K40117,20180430.09,Person,Fire,50.701,-119.1291,2.2
G10231,20010906.1837,Lightning,Fire,53.7526,-121.1372,2.0
K50404,20160821.2215,Person,Fire,49.3445,-119.581,16.3
G80092,20170507.123,Person,Fire,56.3052,-121.1621,6.2
C50489,20090805.01,Lightning,Fire,52.3825,-126.0658,94.0
G70342,20060627.19,Lightning,Fire,55.0027,-120.2652,2.4
G80048,20090504.093,Person,Fire,56.27520000000001,-120.6538,85.0
G80089,20100512.1903,Person,Nuisance Fire,57.0201,-122.8487,5.0
C10193,20190508.12,Person,Fire,52.9805,-125.1565,72.0
N40188,20050810.16,Lightning,Fire,51.31650000000001,-117.1225,2.0
N70790,20151018.18,Person,Fire,49.41880000000001,-117.4735,3.4
N60282,20150627.2348,Lightning,Fire,49.2208,-118.7611,2.5
G80217,20060602.1301,Lightning,Fire,57.8994,-120.3162,19.3
N60564,20000809.1315,Person,Fire,49.1083,-118.8325,159.6
G90182,20100624.1451,Lightning,Fire,59.2057,-120.1026,7.0
G70068,20030515.1,Person,Fire,55.7178,-121.2238,15.5
G90132,20040615.1049,Lightning,Fire,58.6672,-120.4078,2.0
C40105,20120321.12,Person,Fire,51.4718,-122.1548,13.2
C20247,20170604.12,Person,Fire,52.1917,-121.9948,2.0
K72180,20180804.16,Lightning,Fire,50.3311,-121.7064,15.0
G60106,20100515.183,Person,Fire,56.3309,-125.4444,23.0
C40083,20020502.103,Person,Fire,51.9357,-121.1522,2.0
K20597,20180619.2118,Lightning,Fire,50.61040000000001,-120.8765,20.0
V13197,20190329.1521,Person,Fire,49.2349,-121.9977,2.0
G70080,20160419.1315,Person,Fire,55.626999999999995,-120.5835,14.0
G70059,20130510.1315,Person,Nuisance Fire,55.98110000000001,-120.7073,2.1
K51089,20190723.020118,Lightning,Fire,49.0681,-119.6924,403.0
K60034,20120419.12,Unknown,Fire,50.1386,-120.8671,6.5
N41322,20180718.0134,Lightning,Fire,51.8614,-117.5707,2.4
G80057,20040428.16,Person,Fire,56.4951,-122.5539,2.0
N10475,20180603.11,Person,Fire,50.4044,-114.9198,9.7
V50289,20130726.12,Lightning,Fire,50.6513,-124.7545,6.6000000000000005
C10015,20090415.145,Person,Fire,52.5636,-122.5001,6.5
G80024,20150421.1,Person,Fire,56.2753,-121.2043,28.5
R90900,20190707.140328,Lightning,Fire,56.74100000000001,-130.5983,190.0
G90782,20190625.19312,Lightning,Fire,59.1995,-122.4549,27.9
G50402,20170625.1808,Lightning,Fire,54.208999999999996,-123.8047,3.7
C30424,20060904.21,Lightning,Fire,52.4727,-120.7872,200.0
R40183,20130731.171,Lightning,Fire,56.1906,-127.9797,103.0
R40006,20050422.16,Person,Fire,55.3641,-127.694,8.0
K41800,20180731.2,Lightning,Fire,50.1253,-118.8955,858.0
K21532,20040322.11,Person,Fire,50.70330000000001,-120.5122,3.0
R50150,20130802.18,Lightning,Fire,53.1103,-127.5417,170.0
N42593,20180811.1238,Lightning,Fire,51.78310000000001,-117.5186,272.0
R21721,20180731.163,Lightning,Fire,53.9067,-127.0659,86767.0
G60360,20100728.1429,Lightning,Fire,56.4528,-124.8487,26.0
C50297,20100731.1242,Lightning,Fire,52.6817,-125.0633,6034.6
G80190,20060518.14,Person,Fire,56.309900000000006,-121.8743,12.7
C50011,20170406.1318,Person,Fire,51.94920000000001,-123.1352,8.700000000000001
N10656,20111019.1356,Person,Nuisance Fire,49.6565,-115.8548,6.3
G90267,20150624.2009,Lightning,Fire,59.6351,-120.0221,6254.2
N42811,20180802.1551,Lightning,Fire,51.7545,-118.721,4.75
G70117,20160430.202101,Unknown,Fire,55.9911,-121.6638,13.0
G60317,20090730.1342,Lightning,Fire,56.0156,-125.4575,793.4
